200,48,1,1.64106770964714
300,48,1,60.5658025921516
200,48,2,1058.08376482324
200,48,1,2.71896323907919
300,48,1,22.841787559693
200,48,2,51.214636473302
200,48,1,0.371533058007219
300,48,1,1.40815367339786
400,48,1,81.8555296315328
200,48,2,4.46740615270791
300,48,2,149.951764950318
200,48,1,16.0338979601757
200,48,2,0.959227621709865
300,48,2,5.03479139646754
400,48,2,9.26921268565708
200,48,1,6.34985365150889
200,48,2,0.947476337022166
300,48,2,24.5805675343175
200,48,1,3.90802540164893
300,48,1,13.6700624183396
200,48,2,5.18376009108724
300,48,2,2.07681647478042
400,48,2,18.0524794386666
200,48,1,58.1138158357554
200,48,2,3.12663445508508
300,48,2,0.620071462719115
400,48,2,0.3712845919771
500,48,2,0.458656888119147
200,48,1,0.189566701505244
300,48,1,0.510942233786685
400,48,1,2.27840163091017
500,48,1,8.39527320095061
200,48,2,1.61125589942872
300,48,2,6.59486821816909
200,48,1,3.88279700037756
300,48,1,0.307794051596224
400,48,1,0.53048284113195
500,48,1,0.816468120078415
200,48,2,0.528147785780087
300,48,2,35.8872163974639
200,48,1,0.323196379047162
300,48,1,2.69375949876171
400,48,1,76.4655518166761
200,48,2,822.068165794739
200,48,1,16745.1069382374
200,48,2,3.60589052157956
300,48,2,3416.25040209082
200,48,1,1.55191831097658
300,48,1,3.57021227529672
400,48,1,9.00488990811853
200,48,2,69.6517566507172
200,48,1,95.7333054302315
200,48,2,0.854158559811055
300,48,2,7.41506059106744
200,48,1,4.72926411190642
300,48,1,34.0995469776949
200,48,2,3.65191617580933
300,48,2,10.3051817502123
200,48,1,5.56126035229105
300,48,1,2953.22526741066
200,48,2,11.4463650417612
200,48,1,0.180881139084742
300,48,1,0.780131681815219
400,48,1,6.04875299992863
200,48,2,117.540340561282
200,48,1,23.6045677630008
200,48,2,1.42440278683549
300,48,2,2.84245235154086
400,48,2,88.3708326463749
200,48,1,0.170819845913277
300,48,1,0.585909636955342
400,48,1,1.64273657586258
500,48,1,5.82930618451753
200,48,2,10.570909777024
200,48,1,1.13057435371141
