"","curnum","ni","it","bf.new.null","boost.bigger"
"bf",200,48,1,11.8908921135158,1
"bf",200,48,2,10.9553933557722,1
"bf",200,48,3,44.5559414391466,0.9999375
"bf",200,48,4,0.126003273652763,1
