"","curnum","ni","it","bf.new.null","boost.bigger"
"bf",200,48,1,0.447253446858185,1
"bf",300,48,1,0.398397234590621,1
"bf",400,48,1,0.00770070677405132,1
200,48,1,343.623363813475,1
200,48,2,0.0552018793607771,1
200,48,3,0.0311588548426797,1
200,48,4,1103.18463270019,0.999083333333333
200,48,5,0.342970091121152,1
300,48,5,89.728157243694,1
200,48,6,0.21071796756241,0.999944444444444
300,48,6,8.99145236422441,1
200,48,7,12.4235307683005,1
200,48,8,49.7751142635831,1
200,48,9,0.37214883825343,0.999944444444444
300,48,9,0.0389289836422335,1
200,48,10,0.164039442779859,1
