"","curnum","ni","it","bf.new.null","boost.bigger"
"bf",200,48,1,66.2905201614674,1
"bf",200,48,2,968.969099495848,1
"bf",200,48,3,7.6749281461082,1
"bf",200,48,4,56412.6550974096,0.994916666666667
"bf",200,48,5,3733.17122508341,0.9999375
"bf",200,48,6,53795.5072859163,0.999395833333333
"bf",200,48,7,0.116904862876654,1
"bf",200,48,8,86.351160708177,0.999979166666667
"bf",200,48,9,3792139073.9621,0.978041666666667
"bf",200,48,10,655.798041673581,0.999604166666667
