"","curnum","ni","it","bf.new.null","boost.bigger"
"bf",200,48,1,18.9922600953156,0.9999375
"bf",200,48,2,0.0721673785473828,1
"bf",200,48,3,13.5439611319218,1
"bf",200,48,4,13.0848881474429,0.999791666666667
"bf",200,48,5,2.61040182680334,1
"bf",300,48,5,6.71146024898654,1
"bf",200,48,6,21.529603619667,1
