Subj	Group	Posit	Item	PrimeCond	PrimeCorrect	TargetAttach	
39	P	39	18	1	1	1	
39	P	43	7	3	1	1	
39	P	47	15	1	1	1	
39	P	51	11	2	1	2	
39	P	55	22	3	1	1	
39	P	59	4	3	1	1	
39	P	63	9	1	0	1	
39	P	67	2	2	1	2	
39	P	71	10	3	1	3	
39	P	75	5	2	0	1	
39	P	79	13	3	1	1	
39	P	83	17	2	0	2	
39	P	87	19	3	1	1	
39	P	91	8	2	1	1	
39	P	95	1	3	1	2	
39	P	99	21	1	1	2	
40	P	7	12	2	1	1	
40	P	11	14	3	1	2	
40	P	15	23	3	1	1	
40	P	19	24	2	1	2	
40	P	23	20	3	1	1	
40	P	27	6	2	1	2	
40	P	31	3	2	1	2	
40	P	35	16	1	1	3	
40	P	39	18	2	0	1	
40	P	43	7	1	0	2	
40	P	47	15	2	0	1	
40	P	51	11	3	1	2	
40	P	55	22	1	1	3	
40	P	59	4	1	1	3	
40	P	63	9	2	1	1	
40	P	67	2	3	1	2	
40	P	71	10	1	1	2	
40	P	75	5	3	1	2	
40	P	79	13	1	1	2	
40	P	83	17	3	1	2	
40	P	87	19	1	1	2	
40	P	91	8	3	1	2	
40	P	95	1	1	1	1	
40	P	99	21	2	1	3	
41	P	7	12	3	1	1	
41	P	11	14	1	1	1	
41	P	15	23	1	1	1	
41	P	19	24	3	1	1	
41	P	23	20	1	1	1	
41	P	27	6	3	1	2	
41	P	31	3	3	1	1	
41	P	35	16	2	1	3	
41	P	39	18	3	1	1	
41	P	43	7	2	1	2	
41	P	47	15	3	1	1	
41	P	51	11	1	1	3	
41	P	55	22	2	1	2	
41	P	59	4	2	1	2	
41	P	63	9	3	1	2	
41	P	67	2	1	1	3	
41	P	71	10	2	1	3	
41	P	75	5	1	1	2	
41	P	79	13	2	1	2	
41	P	83	17	1	1	3	
41	P	87	19	2	1	2	
41	P	91	8	1	1	1	
41	P	95	1	2	1	2	
41	P	99	21	3	1	1	
42	P	7	12	1	1	1	
42	P	11	14	2	1	3	
42	P	15	23	2	1	1	
42	P	19	24	1	1	3	
42	P	23	20	2	1	3	
42	P	27	6	1	1	3	
42	P	31	3	1	1	1	
42	P	35	16	3	1	2	
42	P	39	18	1	1	2	
42	P	43	7	3	1	2	
42	P	47	15	1	0	2	
42	P	51	11	2	1	2	
42	P	55	22	3	1	3	
42	P	59	4	3	1	2	
42	P	63	9	1	1	2	
42	P	67	2	2	1	2	
42	P	71	10	3	1	2	
42	P	75	5	2	1	2	
42	P	79	13	3	1	2	
42	P	83	17	2	1	3	
42	P	87	19	3	1	2	
42	P	91	8	2	1	2	
42	P	95	1	3	1	2	
42	P	99	21	1	1	3	
43	P	7	22	1	1	1	
43	P	11	11	3	1	1	
43	P	15	3	2	1	3	
43	P	19	1	1	1	1	
43	P	23	16	1	1	1	
43	P	27	8	3	1	1	
43	P	31	17	3	1	2	
43	P	35	7	1	1	2	
43	P	39	15	2	1	1	
43	P	43	9	2	0	2	
43	P	47	21	2	1	3	
43	P	51	12	2	1	2	
43	P	55	18	2	1	1	
43	P	59	20	3	1	2	
43	P	63	19	1	1	1	
43	P	67	24	2	0	1	
43	P	71	23	3	1	2	
43	P	75	13	1	1	2	
43	P	79	2	3	1	3	
43	P	83	4	1	1	1	
43	P	87	10	1	1	2	
43	P	91	5	3	1	2	
43	P	95	6	2	1	2	
43	P	99	14	3	0	1	
44	P	7	22	2	1	2	
44	P	11	11	1	1	3	
44	P	15	3	3	1	2	
44	P	19	1	2	0	2	
44	P	23	16	2	1	2	
44	P	27	8	1	1	1	
44	P	31	17	1	1	2	
44	P	35	7	2	1	2	
44	P	39	15	3	1	1	
44	P	43	9	3	1	2	
44	P	47	21	3	1	2	
44	P	51	12	3	1	3	
44	P	55	18	3	1	1	
44	P	59	20	1	1	3	
44	P	63	19	2	1	2	
44	P	67	24	3	1	3	
44	P	71	23	1	1	2	
44	P	75	13	2	1	1	
44	P	79	2	1	1	2	
44	P	83	4	2	1	2	
44	P	87	10	2	1	2	
44	P	91	5	1	1	1	
44	P	95	6	3	1	2	
44	P	99	14	1	1	3	
45	P	7	22	3	1	2	
45	P	11	11	2	0	2	
45	P	15	3	1	0	2	
45	P	19	1	3	1	1	
45	P	23	16	3	1	2	
45	P	27	8	2	0	1	
45	P	31	17	2	0	2	
45	P	35	7	3	1	1	
45	P	39	15	1	0	1	
45	P	43	9	1	0	2	
45	P	47	21	1	0	2	
45	P	51	12	1	0	3	
45	P	55	18	1	0	1	
45	P	59	20	2	0	3	
45	P	63	19	3	1	2	
45	P	67	24	1	0	2	
45	P	71	23	2	0	1	
45	P	75	13	3	1	2	
45	P	79	2	2	0	2	
45	P	83	4	3	1	2	
45	P	87	10	3	1	2	
45	P	91	5	2	0	1	
45	P	95	6	1	0	2	
45	P	99	14	2	0	1	
46	P	7	22	3	1	2	
46	P	11	11	2	0	2	
46	P	15	3	1	0	3	
46	P	19	1	3	1	1	
46	P	23	16	3	1	2	
46	P	27	8	2	1	2	
46	P	31	17	2	1	3	
46	P	35	7	3	1	2	
46	P	39	15	1	1	2	
46	P	43	9	1	1	2	
46	P	47	21	1	1	1	
46	P	51	12	1	1	2	
46	P	55	18	1	1	1	
46	P	59	20	2	1	1	
46	P	63	19	3	1	2	
46	P	67	24	1	0	3	
46	P	71	23	2	0	2	
46	P	75	13	3	1	1	
46	P	79	2	2	0	2	
46	P	83	4	3	1	2	
46	P	87	10	3	1	1	
46	P	91	5	2	0	1	
46	P	95	6	1	1	3	
46	P	99	14	2	0	1	
47	P	7	22	1	1	2	
47	P	11	11	3	0	1	
47	P	15	3	2	1	2	
47	P	19	1	1	1	3	
47	P	23	16	1	1	2	
47	P	27	8	3	1	1	
47	P	31	17	3	1	2	
47	P	35	7	1	1	2	
47	P	39	15	2	1	2	
47	P	43	9	2	1	2	
47	P	47	21	2	1	3	
47	P	51	12	2	1	2	
47	P	55	18	2	1	2	
47	P	59	20	3	1	3	
47	P	63	19	1	1	2	
47	P	67	24	2	1	1	
47	P	71	23	3	1	2	
47	P	75	13	1	1	3	
47	P	79	2	3	1	2	
47	P	83	4	1	1	2	
47	P	87	10	1	1	2	
47	P	91	5	3	1	2	
47	P	95	6	2	0	1	
47	P	99	14	3	1	3	
48	P	7	22	2	1	2	
48	P	11	11	1	1	3	
48	P	15	3	3	1	2	
48	P	19	1	2	1	1	
48	P	23	16	2	1	2	
48	P	27	8	1	1	2	
48	P	31	17	1	1	3	
48	P	35	7	2	1	2	
48	P	39	15	3	1	1	
48	P	43	9	3	1	2	
48	P	47	21	3	1	1	
48	P	51	12	3	1	2	
48	P	55	18	3	1	1	
48	P	59	20	1	1	1	
48	P	63	19	2	1	2	
48	P	67	24	3	1	2	
48	P	71	23	1	1	2	
48	P	75	13	2	1	2	
48	P	79	2	1	0	2	
48	P	83	4	2	0	2	
48	P	87	10	2	1	2	
48	P	91	5	1	1	2	
48	P	95	6	3	1	1	
48	P	99	14	1	1	1	
49	P	7	22	3	1	1	
49	P	11	11	2	0	2	
49	P	15	3	1	0	2	
49	P	19	1	3	1	1	
49	P	23	16	3	1	2	
49	P	27	8	2	1	1	
49	P	31	17	2	0	2	
49	P	35	7	3	1	2	
49	P	39	15	1	1	2	
49	P	43	9	1	0	2	
49	P	47	21	1	0	3	
49	P	51	12	1	0	2	
49	P	55	18	1	0	2	
49	P	59	20	2	0	2	
49	P	63	19	3	1	1	
49	P	67	24	1	1	2	
49	P	71	23	2	0	2	
49	P	75	13	3	1	2	
49	P	79	2	2	0	2	
49	P	83	4	3	1	2	
49	P	87	10	3	1	2	
49	P	91	5	2	0	2	
49	P	95	6	1	1	3	
49	P	99	14	2	1	1	
50	P	7	22	1	1	2	
50	P	11	16	1	0	3	
50	P	15	9	2	1	2	
50	P	19	4	1	1	1	
50	P	23	13	1	1	2	
50	P	27	10	1	1	2	
50	P	31	6	2	1	2	
50	P	35	20	3	1	2	
50	P	39	5	3	1	1	
50	P	43	8	3	1	1	
50	P	47	1	1	1	2	
50	P	51	21	2	1	1	
50	P	55	15	2	1	2	
50	P	59	17	3	1	3	
50	P	63	14	3	1	1	
50	P	67	7	1	1	1	
50	P	71	23	3	1	1	
50	P	75	11	3	1	3	
50	P	79	24	2	1	1	
50	P	83	2	3	1	3	
50	P	87	18	2	1	1	
50	P	91	12	2	1	3	
50	P	95	19	1	1	1	
50	P	99	3	2	1	1	
51	P	7	22	2	1	1	
51	P	11	16	2	1	3	
51	P	15	9	3	1	2	
51	P	19	4	2	0	3	
51	P	23	13	2	1	2	
51	P	27	10	2	0	2	
51	P	31	6	3	1	2	
51	P	35	20	1	1	3	
51	P	39	5	1	1	1	
51	P	43	8	1	1	3	
51	P	47	1	2	1	2	
51	P	51	21	3	1	2	
51	P	55	15	3	1	3	
51	P	59	17	1	1	2	
51	P	63	14	1	1	3	
51	P	67	7	2	1	3	
51	P	71	23	1	0	1	
51	P	75	11	1	1	3	
51	P	79	24	3	1	2	
51	P	83	2	1	1	2	
51	P	87	18	3	1	2	
51	P	91	12	3	1	2	
51	P	95	19	2	0	2	
51	P	99	3	3	1	2	
52	P	7	22	3	1	2	
52	P	11	16	3	1	1	
52	P	15	9	1	1	2	
52	P	19	4	3	1	3	
52	P	23	13	3	1	2	
52	P	27	10	3	1	2	
52	P	31	6	1	1	2	
52	P	35	20	2	1	2	
52	P	39	5	2	1	1	
52	P	43	8	2	1	1	
52	P	47	1	3	1	2	
52	P	51	21	1	1	1	
52	P	55	15	1	1	2	
52	P	59	17	2	1	2	
52	P	63	14	2	1	3	
52	P	67	7	3	1	2	
52	P	71	23	2	1	2	
52	P	75	11	2	1	3	
52	P	79	24	1	1	2	
52	P	83	2	2	1	2	
52	P	87	18	1	1	2	
52	P	91	12	1	1	2	
52	P	95	19	3	1	2	
52	P	99	3	1	1	2	
53	P	7	15	2	1	3	
53	P	11	17	3	1	2	
53	P	15	19	1	1	2	
53	P	19	1	1	1	2	
53	P	23	20	3	1	2	
53	P	27	16	1	1	2	
53	P	31	9	2	1	2	
53	P	35	6	2	1	2	
53	P	39	4	1	1	3	
53	P	43	21	2	0	2	
53	P	47	23	3	1	2	
53	P	51	11	3	1	2	
53	P	55	22	1	1	2	
53	P	59	5	3	1	1	
53	P	63	14	3	1	1	
53	P	67	12	2	1	2	
53	P	71	2	3	1	2	
53	P	75	8	3	1	1	
53	P	79	10	1	1	2	
53	P	83	7	1	1	2	
53	P	87	24	2	1	2	
53	P	91	13	1	1	2	
53	P	95	3	2	1	2	
53	P	99	18	2	1	1	
54	P	7	15	3	1	1	
54	P	11	17	1	1	3	
54	P	15	19	2	0	1	
54	P	19	1	2	0	1	
54	P	23	20	1	1	1	
54	P	27	16	2	1	3	
54	P	31	9	3	1	2	
54	P	35	6	3	1	3	
54	P	39	4	2	0	2	
54	P	43	21	3	1	3	
54	P	47	23	1	1	1	
54	P	51	11	1	1	1	
54	P	55	22	2	0	3	
54	P	59	5	1	1	2	
54	P	63	14	1	1	1	
54	P	67	12	3	1	2	
54	P	71	2	1	1	2	
54	P	75	8	1	1	3	
54	P	79	10	2	0	2	
54	P	83	7	2	1	2	
54	P	87	24	3	1	1	
54	P	91	13	2	0	2	
54	P	95	3	3	1	1	
54	P	99	18	3	1	1	
55	P	7	15	1	1	2	
55	P	11	17	2	1	3	
55	P	15	19	3	1	2	
55	P	19	1	3	1	1	
55	P	23	20	2	1	2	
55	P	27	16	3	1	2	
55	P	31	9	1	1	2	
55	P	35	6	1	1	2	
55	P	39	4	3	1	3	
55	P	43	21	1	1	3	
55	P	47	23	2	1	2	
55	P	51	11	2	1	2	
55	P	55	22	3	1	2	
55	P	59	5	2	1	2	
55	P	63	14	2	1	1	
55	P	67	12	1	1	2	
55	P	71	2	2	1	3	
55	P	75	8	2	1	2	
55	P	79	10	3	1	3	
55	P	83	7	3	1	2	
55	P	87	24	1	1	3	
55	P	91	13	3	1	2	
55	P	95	3	1	1	2	
55	P	99	18	1	1	3	
56	P	7	14	3	1	3	
56	P	11	20	3	1	2	
56	P	15	17	3	1	2	
56	P	19	24	2	1	3	
56	P	23	4	1	1	3	
56	P	27	19	1	1	2	
56	P	31	7	1	1	1	
56	P	35	3	2	0	1	
56	P	39	1	1	1	1	
56	P	43	15	2	1	2	
56	P	47	2	3	1	2	
56	P	51	10	1	1	1	
56	P	55	18	2	1	2	
56	P	59	21	2	1	1	
56	P	63	23	3	1	2	
56	P	67	11	3	1	3	
56	P	71	22	1	1	2	
56	P	75	12	2	1	2	
56	P	79	8	3	1	2	
56	P	83	9	2	1	3	
56	P	87	13	1	1	2	
56	P	91	16	1	1	2	
56	P	95	6	2	1	2	
56	P	99	5	3	1	3	
57	P	7	14	1	1	1	
57	P	11	20	1	1	1	
57	P	15	17	1	1	3	
57	P	19	24	3	1	1	
57	P	23	4	2	1	2	
57	P	27	19	2	1	2	
57	P	31	7	2	1	2	
57	P	35	3	3	1	1	
57	P	39	1	2	0	3	
57	P	43	15	3	1	3	
57	P	47	2	1	0	2	
57	P	51	10	2	1	1	
57	P	55	18	3	1	1	
57	P	59	21	3	1	1	
57	P	63	23	1	1	2	
57	P	67	11	1	1	3	
57	P	71	22	2	1	2	
57	P	75	12	3	1	3	
57	P	79	8	1	1	2	
57	P	83	9	3	1	3	
57	P	87	13	2	1	2	
57	P	91	16	2	1	3	
57	P	95	6	3	1	2	
57	P	99	5	1	1	1	
58	P	7	14	2	1	1	
58	P	11	20	2	1	2	
58	P	15	17	2	1	2	
58	P	19	24	1	1	2	
58	P	23	4	3	1	2	
58	P	27	19	3	1	1	
58	P	31	7	3	1	2	
58	P	35	3	1	1	2	
58	P	39	1	3	1	2	
58	P	43	15	1	1	2	
58	P	47	2	2	1	2	
58	P	51	10	3	1	2	
58	P	55	18	1	1	1	
58	P	59	21	1	1	2	
58	P	63	23	2	1	2	
58	P	67	11	2	1	3	
58	P	71	22	3	1	2	
58	P	75	12	1	1	2	
58	P	79	8	2	1	3	
58	P	83	9	1	1	2	
58	P	87	13	3	1	2	
58	P	91	16	3	1	3	
58	P	95	6	1	1	1	
58	P	99	5	2	1	1	
59	P	7	6	2	1	2	
59	P	11	21	2	1	3	
59	P	15	13	1	1	1	
59	P	19	18	2	1	1	
59	P	23	15	2	1	1	
59	P	27	5	3	1	1	
59	P	31	10	1	1	1	
59	P	35	12	2	1	3	
59	P	39	11	3	1	1	
59	P	43	7	1	0	2	
59	P	47	22	1	1	1	
59	P	51	17	3	1	1	
59	P	55	9	2	1	2	
59	P	59	2	3	1	3	
59	P	63	3	2	1	3	
59	P	67	14	3	1	3	
59	P	71	19	1	0	1	
59	P	75	20	3	1	1	
59	P	79	1	1	1	1	
59	P	83	24	2	1	3	
59	P	87	8	3	1	1	
59	P	91	16	1	0	1	
59	P	95	23	3	1	3	
59	P	99	4	1	1	1	
60	P	7	6	3	1	2	
60	P	11	21	3	1	3	
60	P	15	13	2	1	3	
60	P	19	18	3	1	2	
60	P	23	15	3	1	2	
60	P	27	5	1	1	1	
60	P	31	10	2	0	2	
60	P	35	12	3	0	1	
60	P	39	11	1	1	2	
60	P	43	7	2	1	2	
60	P	47	22	2	1	2	
60	P	51	17	1	1	2	
60	P	55	9	3	1	3	
60	P	59	2	1	1	2	
60	P	63	3	3	1	2	
60	P	67	14	1	1	3	
60	P	71	19	2	1	1	
60	P	75	20	1	1	2	
60	P	79	1	2	1	2	
60	P	83	24	3	1	2	
60	P	87	8	1	1	1	
60	P	91	16	2	1	3	
60	P	95	23	1	1	2	
60	P	99	4	2	1	2	
61	P	7	6	1	1	2	
61	P	11	21	1	1	3	
61	P	15	13	3	1	2	
61	P	19	18	1	1	1	
61	P	23	15	1	0	1	
61	P	27	5	2	0	3	
61	P	31	10	3	1	2	
61	P	35	12	1	1	2	
61	P	39	11	2	1	2	
61	P	43	7	3	1	2	
61	P	47	22	3	1	2	
61	P	51	17	2	0	2	
61	P	55	9	1	1	2	
61	P	59	2	2	0	2	
61	P	63	3	1	1	2	
61	P	67	14	2	0	1	
61	P	71	19	3	1	2	
61	P	75	20	2	1	2	
61	P	79	1	3	1	1	
61	P	83	24	1	1	2	
61	P	87	8	2	1	3	
61	P	91	16	3	1	2	
61	P	95	23	2	1	2	
61	P	99	4	3	1	1	
62	P	7	7	1	1	2	
62	P	11	22	1	1	2	
62	P	15	9	2	0	2	
62	P	19	17	3	1	3	
62	P	23	15	2	1	2	
62	P	27	10	1	1	2	
62	P	31	8	3	1	1	
62	P	35	5	3	1	1	
62	P	39	3	2	1	2	
62	P	43	23	3	1	3	
62	P	47	4	1	1	2	
62	P	51	14	3	0	2	
62	P	55	21	2	0	3	
62	P	59	20	3	1	2	
62	P	63	11	3	1	2	
62	P	67	6	2	1	2	
62	P	71	18	2	1	2	
62	P	75	2	3	1	2	
62	P	79	1	1	1	2	
62	P	83	12	2	1	3	
62	P	87	19	1	1	2	
62	P	91	13	1	1	1	
62	P	95	16	1	1	3	
62	P	99	24	2	1	1	
63	P	7	7	2	1	2	
63	P	11	22	2	0	2	
63	P	15	9	3	1	2	
63	P	19	17	1	0	3	
63	P	23	15	3	1	2	
63	P	27	10	2	0	2	
63	P	31	8	1	0	1	
63	P	35	5	1	0	1	
63	P	39	3	3	1	1	
63	P	43	23	1	0	1	
63	P	47	4	2	1	2	
63	P	51	14	1	0	3	
63	P	55	21	3	1	3	
63	P	59	20	1	0	2	
63	P	63	11	1	0	2	
63	P	67	6	3	1	2	
63	P	71	18	3	1	1	
63	P	75	2	1	0	3	
63	P	79	1	2	0	1	
63	P	83	12	3	1	2	
63	P	87	19	2	1	1	
63	P	91	13	2	0	2	
63	P	95	16	2	1	2	
63	P	99	24	3	1	1	
64	P	7	3	2	1	3	
64	P	11	4	1	1	1	
64	P	15	13	1	1	2	
64	P	19	23	3	1	1	
64	P	23	2	3	1	3	
64	P	27	14	3	1	1	
64	P	31	1	1	1	1	
64	P	35	12	2	0	1	
64	P	39	8	3	1	2	
64	P	43	20	3	1	3	
64	P	47	24	2	1	1	
64	P	51	5	3	1	1	
64	P	55	22	1	1	3	
64	P	59	9	2	1	2	
64	P	63	10	1	1	2	
64	P	67	11	3	1	3	
64	P	71	6	2	1	2	
64	P	75	17	3	1	3	
64	P	79	21	2	0	1	
64	P	83	15	2	1	3	
64	P	87	16	1	1	3	
64	P	91	19	1	1	1	
64	P	95	7	1	1	2	
64	P	99	18	2	1	1	
65	P	7	3	3	1	1	
65	P	11	4	2	1	2	
65	P	15	13	2	1	2	
65	P	19	23	1	1	2	
65	P	23	2	1	0	3	
65	P	27	14	1	1	1	
65	P	31	1	2	1	2	
65	P	35	12	3	1	3	
65	P	39	8	1	1	1	
65	P	43	20	1	1	3	
65	P	47	24	3	1	2	
65	P	51	5	1	1	3	
65	P	55	22	2	1	2	
65	P	59	9	3	1	2	
65	P	63	10	2	1	1	
65	P	67	11	1	1	2	
65	P	71	6	3	1	2	
65	P	75	17	1	1	2	
65	P	79	21	3	1	1	
65	P	83	15	3	1	2	
65	P	87	16	2	1	3	
65	P	91	19	2	1	1	
65	P	95	7	2	0	2	
65	P	99	18	3	1	3	
66	P	7	3	1	1	2	
66	P	11	4	3	1	2	
66	P	15	13	3	1	1	
66	P	19	23	2	0	1	
66	P	23	2	2	1	3	
66	P	27	14	2	1	1	
66	P	31	1	3	1	2	
66	P	35	12	1	1	2	
66	P	39	8	2	1	1	
66	P	43	20	2	1	2	
66	P	47	24	1	1	2	
66	P	51	5	2	0	1	
66	P	55	22	3	1	2	
66	P	59	9	1	1	3	
66	P	63	10	3	1	1	
66	P	67	11	2	1	3	
66	P	71	6	1	1	3	
66	P	75	17	2	0	3	
66	P	79	21	1	1	3	
66	P	83	15	1	1	2	
66	P	87	16	3	1	3	
66	P	91	19	3	1	2	
66	P	95	7	3	1	1	
66	P	99	18	1	1	1	
67	P	7	11	3	1	1	
67	P	11	6	2	1	3	
67	P	15	18	2	1	1	
67	P	19	23	3	1	1	
67	P	23	17	3	1	2	
67	P	27	19	1	1	1	
67	P	31	20	3	1	1	
67	P	35	2	3	1	2	
67	P	39	24	2	1	2	
67	P	43	22	1	1	3	
67	P	47	3	2	1	2	
67	P	51	21	2	1	2	
67	P	55	13	1	1	1	
67	P	59	5	3	1	1	
67	P	63	4	1	1	2	
67	P	67	16	1	1	1	
67	P	71	10	1	1	2	
67	P	75	15	2	1	2	
67	P	79	1	1	1	2	
67	P	83	9	2	1	1	
67	P	87	7	1	0	3	
67	P	91	8	3	1	2	
67	P	95	14	3	1	3	
67	P	99	12	2	1	2	
68	P	7	11	1	1	2	
68	P	11	6	3	1	2	
68	P	15	18	3	1	2	
68	P	19	23	1	1	1	
68	P	23	17	1	1	1	
68	P	27	19	2	1	2	
68	P	31	20	1	1	2	
68	P	35	2	1	1	2	
68	P	39	24	3	1	2	
68	P	43	22	2	1	2	
68	P	47	3	3	1	2	
68	P	51	21	3	1	2	
68	P	55	13	2	0	2	
68	P	59	5	1	1	2	
68	P	63	4	2	0	3	
68	P	67	16	2	1	2	
68	P	71	10	2	0	3	
68	P	75	15	3	1	2	
68	P	79	1	2	0	2	
68	P	83	9	3	1	3	
68	P	87	7	2	1	2	
68	P	91	8	1	1	2	
68	P	95	14	1	1	3	
68	P	99	12	3	1	3	
69	P	7	11	2	1	2	
69	P	11	6	1	1	1	
69	P	15	18	1	1	1	
69	P	19	23	2	0	3	
69	P	23	17	2	0	3	
69	P	27	19	3	1	1	
69	P	31	20	2	1	1	
69	P	35	2	2	0	3	
69	P	39	24	1	1	1	
69	P	43	22	3	1	2	
69	P	47	3	1	1	1	
69	P	51	21	1	1	1	
69	P	55	13	3	1	2	
69	P	59	5	2	1	2	
69	P	63	4	3	1	1	
69	P	67	16	3	1	1	
69	P	71	10	3	1	1	
69	P	75	15	1	1	1	
69	P	79	1	3	1	1	
69	P	83	9	1	1	1	
69	P	87	7	3	1	1	
69	P	91	8	2	1	1	
69	P	95	14	2	1	1	
69	P	99	12	1	1	1	
70	P	7	16	1	1	2	
70	P	11	3	2	1	3	
70	P	15	17	3	1	2	
70	P	19	21	2	1	1	
70	P	23	1	1	1	1	
70	P	27	8	3	1	1	
70	P	31	18	2	1	1	
70	P	35	6	2	1	3	
70	P	39	12	2	1	3	
70	P	43	15	2	1	2	
70	P	47	23	3	1	2	
70	P	51	10	1	1	2	
70	P	55	24	2	1	1	
70	P	59	13	1	1	3	
70	P	63	14	3	1	3	
70	P	67	5	3	1	1	
70	P	71	11	3	1	2	
70	P	75	19	1	1	2	
70	P	79	9	2	1	2	
70	P	83	22	1	1	2	
70	P	87	20	3	1	2	
70	P	91	2	3	1	2	
70	P	95	4	1	1	2	
70	P	99	7	1	1	3	
71	P	7	16	2	1	2	
71	P	11	3	3	1	2	
71	P	15	17	1	1	2	
71	P	19	21	3	1	3	
71	P	23	1	2	1	3	
71	P	27	8	1	1	1	
71	P	31	18	3	1	3	
71	P	35	6	3	1	2	
71	P	39	12	3	1	3	
71	P	43	15	3	1	2	
71	P	47	23	1	1	2	
71	P	51	10	2	1	2	
71	P	55	24	3	1	3	
71	P	59	13	2	1	2	
71	P	63	14	1	1	3	
71	P	67	5	1	1	1	
71	P	71	11	1	1	2	
71	P	75	19	2	1	1	
71	P	79	9	3	1	2	
71	P	83	22	2	1	3	
71	P	87	20	1	1	2	
71	P	91	2	1	1	2	
71	P	95	4	2	0	2	
71	P	99	7	2	1	2	
72	P	7	16	3	1	2	
72	P	11	3	1	0	2	
72	P	15	17	2	0	2	
72	P	19	21	1	0	3	
72	P	23	1	3	1	1	
72	P	27	8	2	1	1	
72	P	31	18	1	1	3	
72	P	35	6	1	0	3	
72	P	39	12	1	1	1	
72	P	43	15	1	1	2	
72	P	47	23	2	0	2	
72	P	51	10	3	1	2	
72	P	55	24	1	1	1	
72	P	59	13	3	1	3	
72	P	63	14	2	0	3	
72	P	67	5	2	0	1	
72	P	71	11	2	1	2	
72	P	75	19	3	1	2	
72	P	79	9	1	1	3	
72	P	83	22	3	1	2	
72	P	87	20	2	1	2	
72	P	91	2	2	0	2	
72	P	95	4	3	1	2	
72	P	99	7	3	1	2	
73	M	7	6	1	1	3	
73	M	11	21	1	1	3	
73	M	15	13	3	1	1	
73	M	19	18	1	1	1	
73	M	23	15	1	1	2	
73	M	27	5	2	1	1	
73	M	31	10	3	1	1	
73	M	35	12	1	1	1	
73	M	39	11	2	1	2	
73	M	43	7	3	1	2	
73	M	47	22	3	1	2	
73	M	51	17	2	1	3	
73	M	55	9	1	1	2	
73	M	59	2	2	1	2	
73	M	63	3	1	1	2	
73	M	67	14	2	1	3	
73	M	71	19	3	1	2	
73	M	75	20	2	1	2	
73	M	79	1	3	1	2	
73	M	83	24	1	1	1	
73	M	87	8	2	1	1	
73	M	91	16	3	1	2	
73	M	95	23	2	0	2	
73	M	99	4	3	1	2	
74	M	7	6	3	1	2	
74	M	11	21	3	1	3	
74	M	15	13	2	1	2	
74	M	19	18	3	1	1	
74	M	23	15	3	1	3	
74	M	27	5	1	1	1	
74	M	31	10	2	1	2	
74	M	35	12	3	1	2	
74	M	39	11	1	1	1	
74	M	43	7	2	1	2	
74	M	47	22	2	1	3	
74	M	51	17	1	1	2	
74	M	55	9	3	1	2	
74	M	59	2	1	1	1	
74	M	63	3	3	1	1	
74	M	67	14	1	1	1	
74	M	71	19	2	1	3	
74	M	75	20	1	1	1	
74	M	79	1	2	1	1	
74	M	83	24	3	1	1	
74	M	87	8	1	1	1	
74	M	91	16	2	1	3	
74	M	95	23	1	1	3	
74	M	99	4	2	1	2	
75	M	7	12	2	1	3	
75	M	11	14	3	1	2	
75	M	15	23	3	1	2	
75	M	19	24	2	1	3	
75	M	23	20	3	1	1	
75	M	27	6	2	1	3	
75	M	31	3	2	1	3	
75	M	35	16	1	1	3	
75	M	39	18	2	1	1	
75	M	43	7	1	1	1	
75	M	47	15	2	1	1	
75	M	51	11	3	1	3	
75	M	55	22	1	1	2	
75	M	59	4	1	1	2	
75	M	63	9	2	1	2	
75	M	67	2	3	1	2	
75	M	71	10	1	1	1	
75	M	75	5	3	1	1	
75	M	79	13	1	1	3	
75	M	83	17	3	1	3	
75	M	87	19	1	1	2	
75	M	91	8	3	1	1	
75	M	95	1	1	1	2	
75	M	99	21	2	0	3	
76	M	7	16	1	0	2	
76	M	11	3	2	0	2	
76	M	15	17	3	1	2	
76	M	19	21	2	1	2	
76	M	23	1	1	0	2	
76	M	27	8	3	1	2	
76	M	31	18	2	0	1	
76	M	35	6	2	0	3	
76	M	39	12	2	1	2	
76	M	43	15	2	0	3	
76	M	47	23	3	1	2	
76	M	51	10	1	1	3	
76	M	55	24	2	1	2	
76	M	59	13	1	1	3	
76	M	63	14	3	1	2	
76	M	67	5	3	1	2	
76	M	71	11	3	1	2	
76	M	75	19	1	1	2	
76	M	79	9	2	1	2	
76	M	83	22	1	1	1	
76	M	87	20	3	1	2	
76	M	91	2	3	1	2	
76	M	95	4	1	1	2	
76	M	99	7	1	1	3	
77	M	7	14	1	1	1	
77	M	11	20	1	1	1	
77	M	15	17	1	1	2	
77	M	19	24	3	1	2	
77	M	23	4	2	1	2	
77	M	27	19	2	1	2	
77	M	31	7	2	1	3	
77	M	35	3	3	1	1	
77	M	39	1	2	1	2	
77	M	43	15	3	1	1	
77	M	47	2	1	1	1	
77	M	51	10	2	1	2	
77	M	55	18	3	1	1	
77	M	59	21	3	1	2	
77	M	63	23	1	1	2	
77	M	67	11	1	1	3	
77	M	71	22	2	1	2	
77	M	75	12	3	1	2	
77	M	79	8	1	1	1	
77	M	83	9	3	1	2	
77	M	87	13	2	1	3	
77	M	91	16	2	1	2	
77	M	95	6	3	1	1	
77	M	99	5	1	1	1	
78	M	7	6	2	1	2	
78	M	11	21	2	1	3	
