Subj	Group	Posit	Item	PrimeCond	PrimeCorrect	TargetAttach	
78	M	15	13	1	1	2	
78	M	19	18	2	1	1	
78	M	23	15	2	1	1	
78	M	27	5	3	1	2	
78	M	31	10	1	1	2	
78	M	35	12	2	1	2	
78	M	39	11	3	1	2	
78	M	43	7	1	1	2	
78	M	47	22	1	1	2	
78	M	51	17	3	1	3	
78	M	55	9	2	1	2	
78	M	59	2	3	1	1	
78	M	63	3	2	1	2	
78	M	67	14	3	1	2	
78	M	71	19	1	1	2	
78	M	75	20	3	1	2	
78	M	79	1	1	1	2	
78	M	83	24	2	1	3	
78	M	87	8	3	1	2	
78	M	91	16	1	1	2	
78	M	95	23	3	1	2	
78	M	99	4	1	1	1	
79	M	7	14	3	1	2	
79	M	11	20	3	1	2	
79	M	15	17	3	1	1	
79	M	19	24	2	0	1	
79	M	23	4	1	1	3	
79	M	27	19	1	1	1	
79	M	31	7	1	1	2	
79	M	35	3	2	1	1	
79	M	39	1	1	1	1	
79	M	43	15	2	1	2	
79	M	47	2	3	1	1	
79	M	51	10	1	1	2	
79	M	55	18	2	1	1	
79	M	59	21	2	1	3	
79	M	63	23	3	1	2	
79	M	67	11	3	1	2	
79	M	71	22	1	1	2	
79	M	75	12	2	1	2	
79	M	79	8	3	1	1	
79	M	83	9	2	0	2	
79	M	87	13	1	1	3	
79	M	91	16	1	1	3	
79	M	95	6	2	1	3	
79	M	99	5	3	1	1	
80	M	7	15	3	1	3	
80	M	11	17	1	0	3	
80	M	15	19	2	0	3	
80	M	19	1	2	1	2	
80	M	23	20	1	1	3	
80	M	27	16	2	1	3	
80	M	31	9	3	1	3	
80	M	35	6	3	1	3	
80	M	39	4	2	1	2	
80	M	43	21	3	1	3	
80	M	47	23	1	1	1	
80	M	51	11	1	1	3	
80	M	55	22	2	1	2	
80	M	59	5	1	1	1	
80	M	63	14	1	1	1	
80	M	67	12	3	1	3	
80	M	71	2	1	1	2	
80	M	75	8	1	1	3	
80	M	79	10	2	1	2	
80	M	83	7	2	1	2	
80	M	87	24	3	1	3	
80	M	91	13	2	1	3	
80	M	95	3	3	1	2	
80	M	99	18	3	1	1	
81	M	7	22	2	0	2	
81	M	11	11	1	1	1	
81	M	15	3	3	1	2	
81	M	19	1	2	1	2	
81	M	23	16	2	1	2	
81	M	27	8	1	1	1	
81	M	31	17	1	1	1	
81	M	35	7	2	1	1	
81	M	39	15	3	1	1	
81	M	43	9	3	1	2	
81	M	47	21	3	1	3	
81	M	51	12	3	1	2	
81	M	55	18	3	1	1	
81	M	59	20	1	1	1	
81	M	63	19	2	1	2	
81	M	67	24	3	1	1	
81	M	71	23	1	1	1	
81	M	75	13	2	1	2	
81	M	79	2	1	1	3	
81	M	83	4	2	0	3	
81	M	87	10	2	0	1	
81	M	91	5	1	1	1	
81	M	95	6	3	1	2	
81	M	99	14	1	1	1	
82	M	7	22	2	0	3	
82	M	11	16	2	1	3	
82	M	15	9	3	1	2	
82	M	19	4	2	1	2	
82	M	23	13	2	1	2	
82	M	27	10	2	1	3	
82	M	31	6	3	1	3	
82	M	35	20	1	1	3	
82	M	39	5	1	1	3	
82	M	43	8	1	1	1	
82	M	47	1	2	1	2	
82	M	51	21	3	1	1	
82	M	55	15	3	1	1	
82	M	59	17	1	1	3	
82	M	63	14	1	1	2	
82	M	67	7	2	1	2	
82	M	71	23	1	1	1	
82	M	75	11	1	1	2	
82	M	79	24	3	1	2	
82	M	83	2	1	1	2	
82	M	87	18	3	1	2	
82	M	91	12	3	1	1	
82	M	95	19	2	1	2	
82	M	99	3	3	1	3	
83	M	7	22	1	0	2	
83	M	11	11	3	1	2	
83	M	15	3	2	0	2	
83	M	19	1	1	1	1	
83	M	23	16	1	0	3	
83	M	27	8	3	1	2	
83	M	31	17	3	1	1	
83	M	35	7	1	0	2	
83	M	39	15	2	1	2	
83	M	43	9	2	1	2	
83	M	47	21	2	1	2	
83	M	51	12	2	1	3	
83	M	55	18	2	1	1	
83	M	59	20	3	1	2	
83	M	63	19	1	0	2	
83	M	67	24	2	1	2	
83	M	71	23	3	1	1	
83	M	75	13	1	1	2	
83	M	79	2	3	1	3	
83	M	83	4	1	1	2	
83	M	87	10	1	1	2	
83	M	91	5	3	1	1	
83	M	95	6	2	1	3	
83	M	99	14	3	1	1	
84	M	7	7	2	1	2	
84	M	11	22	2	1	1	
84	M	15	9	3	1	1	
84	M	19	17	1	1	2	
84	M	23	15	3	1	1	
84	M	27	10	2	1	3	
84	M	31	8	1	1	1	
84	M	35	5	1	1	1	
84	M	39	3	3	1	2	
84	M	43	23	1	1	2	
84	M	47	4	2	1	2	
84	M	51	14	1	1	1	
84	M	55	21	3	1	3	
84	M	59	20	1	1	2	
84	M	63	11	1	1	3	
84	M	67	6	3	1	2	
84	M	71	18	3	1	2	
84	M	75	2	1	1	1	
84	M	79	1	2	1	2	
84	M	83	12	3	1	1	
84	M	87	19	2	1	2	
84	M	91	13	2	1	2	
84	M	95	16	2	1	3	
84	M	99	24	3	1	2	
85	M	7	7	1	0	2	
85	M	11	22	1	0	2	
85	M	15	9	2	1	2	
85	M	19	17	3	1	3	
85	M	23	15	2	1	1	
85	M	27	10	1	1	2	
85	M	31	8	3	1	1	
85	M	35	5	3	1	1	
85	M	39	3	2	1	3	
85	M	43	23	3	1	2	
85	M	47	4	1	1	2	
85	M	51	14	3	1	1	
85	M	55	21	2	1	2	
85	M	59	20	3	1	2	
85	M	63	11	3	1	2	
85	M	67	6	2	1	2	
85	M	71	18	2	1	3	
85	M	75	2	3	1	2	
85	M	79	1	1	1	2	
85	M	83	12	2	1	1	
85	M	87	19	1	1	3	
85	M	91	13	1	1	1	
85	M	95	16	1	1	2	
85	M	99	24	2	1	3	
86	M	7	7	3	1	2	
86	M	11	22	3	1	2	
86	M	15	9	1	1	2	
86	M	19	17	2	1	2	
86	M	23	15	1	1	2	
86	M	27	10	3	1	2	
86	M	31	8	2	1	1	
86	M	35	5	2	1	3	
86	M	39	3	1	1	1	
86	M	43	23	2	1	1	
86	M	47	4	3	1	2	
86	M	51	14	2	1	3	
86	M	55	21	1	1	1	
86	M	59	20	2	1	2	
86	M	63	11	2	1	2	
86	M	67	6	1	1	2	
86	M	71	18	1	1	1	
86	M	75	2	2	1	2	
86	M	79	1	3	1	1	
86	M	83	12	1	1	3	
86	M	87	19	3	1	2	
86	M	91	13	3	1	2	
86	M	95	16	3	1	1	
86	M	99	24	1	1	2	
87	M	7	11	1	1	2	
87	M	11	6	3	1	2	
87	M	15	18	3	1	2	
87	M	19	23	1	1	1	
87	M	23	17	1	1	3	
87	M	27	19	2	1	2	
87	M	31	20	1	1	1	
87	M	35	2	1	1	1	
87	M	39	24	3	1	1	
87	M	43	22	2	1	1	
87	M	47	3	3	1	2	
87	M	51	21	3	1	2	
87	M	55	13	2	1	2	
87	M	59	5	1	1	1	
87	M	63	4	2	1	2	
87	M	67	16	2	1	2	
87	M	71	10	2	1	2	
87	M	75	15	3	1	2	
87	M	79	1	2	1	2	
87	M	83	9	3	1	2	
87	M	87	7	2	1	2	
87	M	91	8	1	1	3	
87	M	95	14	1	0	3	
87	M	99	12	3	0	3	
88	M	7	12	1	1	2	
88	M	11	14	2	1	1	
88	M	15	23	2	1	1	
88	M	19	24	1	1	2	
88	M	23	20	2	1	2	
88	M	27	6	1	1	3	
88	M	31	3	1	1	2	
88	M	35	16	3	1	2	
88	M	39	18	1	1	1	
88	M	43	7	3	1	1	
88	M	47	15	1	1	1	
88	M	51	11	2	1	3	
88	M	55	22	3	1	2	
88	M	59	4	3	1	3	
88	M	63	9	1	1	2	
88	M	67	2	2	1	1	
88	M	71	10	3	1	2	
88	M	75	5	2	1	1	
88	M	79	13	3	1	2	
88	M	83	17	2	1	3	
88	M	87	19	3	1	2	
88	M	91	8	2	1	1	
88	M	95	1	3	1	2	
88	M	99	21	1	1	1	
89	M	7	16	3	1	2	
89	M	11	3	1	1	3	
89	M	15	17	2	1	2	
89	M	19	21	1	1	3	
89	M	23	1	3	1	3	
89	M	27	8	2	1	3	
89	M	31	18	1	1	1	
89	M	35	6	1	1	2	
89	M	39	12	1	1	1	
89	M	43	15	1	1	3	
89	M	47	23	2	1	3	
89	M	51	10	3	1	2	
89	M	55	24	1	1	2	
89	M	59	13	3	1	3	
89	M	63	14	2	0	1	
89	M	67	5	2	1	2	
89	M	71	11	2	1	2	
89	M	75	19	3	1	2	
89	M	79	9	1	1	2	
89	M	83	22	3	1	3	
89	M	87	20	2	1	2	
89	M	91	2	2	1	2	
89	M	95	4	3	1	2	
89	M	99	7	3	1	2	
90	M	7	22	3	1	3	
90	M	11	16	3	1	3	
90	M	15	9	1	1	1	
90	M	19	4	3	1	1	
90	M	23	13	3	1	2	
90	M	27	10	3	1	1	
90	M	31	6	1	1	3	
90	M	35	20	2	1	3	
90	M	39	5	2	1	1	
90	M	43	8	2	1	1	
90	M	47	1	3	1	1	
90	M	51	21	1	1	3	
90	M	55	15	1	1	1	
90	M	59	17	2	1	3	
90	M	63	14	2	1	3	
90	M	67	7	3	1	2	
90	M	71	23	2	1	1	
90	M	75	11	2	1	3	
90	M	79	24	1	1	1	
90	M	83	2	2	1	2	
90	M	87	18	1	1	1	
90	M	91	12	1	0	2	
90	M	95	19	3	1	2	
90	M	99	3	1	1	1	
91	M	7	11	2	1	3	
91	M	11	6	1	1	2	
91	M	15	18	1	1	1	
91	M	19	23	2	1	1	
91	M	23	17	2	1	2	
91	M	27	19	3	1	1	
91	M	31	20	2	1	2	
91	M	35	2	2	1	2	
91	M	39	24	1	1	2	
91	M	43	22	3	1	2	
91	M	47	3	1	1	2	
91	M	51	21	1	1	1	
91	M	55	13	3	1	2	
91	M	59	5	2	1	1	
91	M	63	4	3	1	1	
91	M	67	16	3	1	1	
91	M	71	10	3	1	2	
91	M	75	15	1	1	1	
91	M	79	1	3	1	2	
91	M	83	9	1	1	3	
91	M	87	7	3	1	2	
91	M	91	8	2	1	1	
91	M	95	14	2	1	1	
91	M	99	12	1	1	3	
92	M	7	15	2	1	1	
92	M	11	17	3	1	3	
92	M	15	19	1	1	1	
92	M	19	1	1	1	2	
92	M	23	20	3	1	1	
92	M	27	16	1	1	3	
92	M	31	9	2	1	3	
92	M	35	6	2	1	3	
92	M	39	4	1	1	1	
92	M	43	21	2	1	3	
92	M	47	23	3	1	1	
92	M	51	11	3	1	1	
92	M	55	22	1	1	1	
92	M	59	5	3	1	1	
92	M	63	14	3	1	1	
92	M	67	12	2	1	3	
92	M	71	2	3	1	2	
92	M	75	8	3	1	1	
92	M	79	10	1	1	2	
92	M	83	7	1	0	2	
92	M	87	24	2	1	1	
92	M	91	13	1	1	3	
92	M	95	3	2	1	2	
92	M	99	18	2	1	1	
93	M	7	22	1	1	3	
93	M	11	16	1	1	2	
93	M	15	9	2	1	2	
93	M	19	4	1	1	2	
93	M	23	13	1	1	1	
93	M	27	10	1	1	2	
93	M	31	6	2	1	2	
93	M	35	20	3	1	2	
93	M	39	5	3	1	1	
93	M	43	8	3	1	2	
93	M	47	1	1	1	2	
93	M	51	21	2	1	2	
93	M	55	15	2	1	1	
93	M	59	17	3	1	2	
93	M	63	14	3	1	2	
93	M	67	7	1	1	2	
93	M	71	23	3	1	3	
93	M	75	11	3	1	2	
93	M	79	24	2	1	2	
93	M	83	2	3	1	1	
93	M	87	18	2	1	1	
93	M	91	12	2	1	2	
93	M	95	19	1	0	2	
93	M	99	3	2	1	2	
94	M	7	22	3	1	3	
94	M	11	16	3	1	2	
94	M	15	9	1	1	2	
94	M	19	4	3	1	2	
94	M	23	13	3	1	1	
94	M	27	10	3	1	2	
94	M	31	6	1	1	3	
94	M	35	20	2	1	2	
94	M	39	5	2	0	1	
94	M	43	8	2	1	3	
94	M	47	1	3	1	3	
94	M	51	21	1	1	3	
94	M	55	15	1	1	3	
94	M	59	17	2	1	2	
94	M	63	14	2	0	3	
94	M	67	7	3	1	2	
94	M	71	23	2	1	2	
94	M	75	11	2	1	2	
94	M	79	24	1	1	2	
94	M	83	2	2	1	2	
94	M	87	18	1	1	2	
94	M	91	12	1	1	2	
94	M	95	19	3	1	2	
94	M	99	3	1	1	2	
95	M	7	3	2	1	1	
95	M	11	4	1	1	2	
95	M	15	13	1	1	1	
95	M	19	23	3	1	2	
95	M	23	2	3	1	2	
95	M	27	14	3	1	2	
95	M	31	1	1	1	2	
95	M	35	12	2	1	2	
95	M	39	8	3	1	1	
95	M	43	20	3	1	2	
95	M	47	24	2	1	2	
95	M	51	5	3	1	2	
95	M	55	22	1	1	3	
95	M	59	9	2	1	2	
95	M	63	10	1	1	1	
95	M	67	11	3	1	2	
95	M	71	6	2	1	2	
95	M	75	17	3	1	2	
95	M	79	21	2	1	2	
95	M	83	15	2	1	2	
95	M	87	16	1	1	1	
95	M	91	19	1	1	1	
95	M	95	7	1	1	2	
95	M	99	18	2	1	1	
96	M	7	22	1	0	3	
96	M	11	16	1	1	1	
96	M	15	9	2	1	2	
96	M	19	4	1	0	2	
96	M	23	13	1	1	1	
96	M	27	10	1	0	3	
96	M	31	6	2	1	2	
96	M	35	20	3	1	1	
96	M	39	5	3	1	1	
96	M	43	8	3	1	1	
96	M	47	1	1	1	1	
96	M	51	21	2	0	3	
96	M	55	15	2	0	3	
96	M	59	17	3	1	1	
96	M	63	14	3	1	1	
96	M	67	7	1	1	1	
96	M	71	23	3	1	1	
96	M	75	11	3	1	2	
96	M	79	24	2	0	3	
96	M	83	2	3	1	2	
96	M	87	18	2	0	3	
96	M	91	12	2	0	3	
96	M	95	19	1	0	2	
96	M	99	3	2	0	3	
97	M	7	16	2	1	3	
97	M	11	3	3	1	2	
97	M	15	17	1	1	2	
97	M	19	21	3	1	1	
97	M	23	1	2	1	2	
97	M	27	8	1	1	2	
97	M	31	18	3	1	1	
97	M	35	6	3	1	3	
97	M	39	12	3	1	2	
97	M	43	15	3	1	2	
97	M	47	23	1	1	1	
97	M	51	10	2	1	1	
97	M	55	24	3	1	2	
97	M	59	13	2	1	3	
97	M	63	14	1	1	3	
97	M	67	5	1	1	1	
97	M	71	11	1	1	3	
97	M	75	19	2	1	1	
97	M	79	9	3	1	2	
97	M	83	22	2	1	2	
97	M	87	20	1	1	2	
97	M	91	2	1	1	1	
97	M	95	4	2	1	3	
97	M	99	7	2	1	2	
98	M	7	22	2	0	1	
98	M	11	16	2	1	2	
98	M	15	9	3	1	2	
98	M	19	4	2	0	2	
98	M	23	13	2	0	1	
98	M	27	10	2	1	2	
98	M	31	6	3	1	2	
98	M	35	20	1	1	2	
98	M	39	5	1	1	1	
98	M	43	8	1	1	1	
98	M	47	1	2	1	2	
98	M	51	21	3	1	3	
98	M	55	15	3	1	2	
98	M	59	17	1	1	2	
98	M	63	14	1	1	1	
98	M	67	7	2	1	2	
98	M	71	23	1	1	2	
98	M	75	11	1	1	3	
98	M	79	24	3	1	1	
98	M	83	2	1	1	1	
98	M	87	18	3	1	1	
98	M	91	12	3	1	1	
98	M	95	19	2	1	2	
98	M	99	3	3	1	1	
99	M	7	7	2	1	2	
99	M	11	22	2	1	2	
99	M	15	9	3	1	2	
99	M	19	17	1	0	2	
99	M	23	15	3	1	2	
99	M	27	10	2	1	2	
99	M	31	8	1	1	1	
99	M	35	5	1	1	1	
99	M	39	3	3	1	2	
99	M	43	23	1	1	2	
99	M	47	4	2	1	2	
99	M	51	14	1	1	3	
99	M	55	21	3	1	3	
99	M	59	20	1	1	1	
99	M	63	11	1	1	2	
99	M	67	6	3	1	2	
99	M	71	18	3	1	1	
99	M	75	2	1	1	2	
99	M	79	1	2	1	1	
99	M	83	12	3	1	2	
99	M	87	19	2	1	2	
99	M	91	13	2	1	2	
99	M	95	16	2	1	1	
99	M	99	24	3	1	3	
100	M	7	14	2	1	1	
100	M	11	20	2	1	1	
100	M	15	17	2	1	2	
100	M	19	24	1	1	1	
100	M	23	4	3	1	1	
100	M	27	19	3	1	1	
100	M	31	7	3	1	2	
100	M	35	3	1	1	2	
100	M	39	1	3	1	1	
100	M	43	15	1	1	1	
100	M	47	2	2	1	2	
100	M	51	10	3	1	2	
100	M	55	18	1	1	1	
100	M	59	21	1	1	1	
100	M	63	23	2	0	1	
100	M	67	11	2	1	2	
100	M	71	22	3	1	3	
100	M	75	12	1	0	2	
100	M	79	8	2	1	1	
100	M	83	9	1	1	3	
100	M	87	13	3	1	1	
100	M	91	16	3	1	2	
100	M	95	6	1	1	2	
100	M	99	5	2	1	1	
101	M	7	3	1	1	2	
101	M	11	4	3	1	1	
101	M	15	13	3	1	1	
101	M	19	23	2	1	2	
101	M	23	2	2	1	3	
101	M	27	14	2	1	1	
101	M	31	1	3	1	2	
101	M	35	12	1	1	3	
101	M	39	8	2	1	1	
101	M	43	20	2	1	2	
101	M	47	24	1	1	2	
101	M	51	5	2	1	1	
101	M	55	22	3	1	2	
101	M	59	9	1	0	2	
101	M	63	10	3	1	2	
101	M	67	11	2	1	2	
101	M	71	6	1	1	2	
101	M	75	17	2	1	2	
101	M	79	21	1	1	1	
101	M	83	15	1	1	3	
101	M	87	16	3	1	2	
101	M	91	19	3	1	2	
101	M	95	7	3	1	2	
101	M	99	18	1	1	1	
102	M	7	11	3	1	1	
102	M	11	6	2	1	2	
102	M	15	18	2	1	1	
102	M	19	23	3	1	2	
102	M	23	17	3	1	2	
102	M	27	19	1	1	1	
102	M	31	20	3	1	1	
102	M	35	2	3	1	3	
102	M	39	24	2	1	3	
102	M	43	22	1	1	1	
102	M	47	3	2	1	2	
102	M	51	21	2	1	2	
102	M	55	13	1	1	2	
102	M	59	5	3	1	1	
102	M	63	4	1	1	3	
102	M	67	16	1	1	3	
102	M	71	10	1	1	2	
102	M	75	15	2	1	2	
102	M	79	1	1	1	2	
102	M	83	9	2	1	2	
102	M	87	7	1	1	2	
102	M	91	8	3	1	2	
102	M	95	14	3	1	1	
102	M	99	12	2	1	2	
103	M	7	3	1	1	2	
103	M	11	4	3	1	1	
103	M	15	13	3	1	1	
103	M	19	23	2	1	2	
103	M	23	2	2	1	2	
103	M	27	14	2	1	1	
103	M	31	1	3	1	2	
103	M	35	12	1	1	1	
103	M	39	8	2	1	3	
103	M	43	20	2	1	2	
103	M	47	24	1	1	1	
103	M	51	5	2	1	2	
103	M	55	22	3	1	3	
103	M	59	9	1	1	2	
103	M	63	10	3	1	2	
103	M	67	11	2	1	3	
103	M	71	6	1	1	3	
103	M	75	17	2	1	2	
103	M	79	21	1	1	3	
103	M	83	15	1	1	3	
103	M	87	16	3	1	2	
103	M	91	19	3	1	2	
103	M	95	7	3	1	2	
103	M	99	18	1	1	3	
104	M	7	3	3	1	2	
104	M	11	4	2	1	3	
104	M	15	13	2	1	2	
104	M	19	23	1	1	2	
104	M	23	2	1	1	2	
104	M	27	14	1	1	1	
104	M	31	1	2	1	2	
104	M	35	12	3	1	2	
104	M	39	8	1	1	3	
104	M	43	20	1	1	3	
104	M	47	24	3	1	2	
104	M	51	5	1	1	1	
104	M	55	22	2	1	2	
104	M	59	9	3	1	2	
104	M	63	10	2	1	2	
104	M	67	11	1	1	3	
104	M	71	6	3	1	2	
104	M	75	17	1	1	3	
104	M	79	21	3	1	2	
104	M	83	15	3	1	3	
104	M	87	16	2	1	2	
104	M	91	19	2	1	2	
104	M	95	7	2	1	2	
104	M	99	18	3	1	1	
105	M	7	3	2	1	1	
105	M	11	4	1	1	3	
105	M	15	13	1	1	1	
105	M	19	23	3	1	1	
105	M	23	2	3	1	2	
105	M	27	14	3	1	1	
105	M	31	1	1	1	1	
105	M	35	12	2	1	2	
105	M	39	8	3	1	1	
105	M	43	20	3	1	1	
105	M	47	24	2	1	2	
105	M	51	5	3	1	2	
105	M	55	22	1	1	2	
105	M	59	9	2	1	2	
105	M	63	10	1	0	2	
105	M	67	11	3	1	2	
105	M	71	6	2	1	2	
105	M	75	17	3	1	2	
105	M	79	21	2	1	2	
105	M	83	15	2	1	2	
105	M	87	16	1	0	2	
105	M	91	19	1	1	2	
105	M	95	7	1	1	3	
105	M	99	18	2	1	1	
106	M	7	15	1	1	1	
106	M	11	17	2	1	1	
106	M	15	19	3	1	1	
106	M	19	1	3	1	1	
106	M	23	20	2	1	1	
106	M	27	16	3	1	2	
106	M	31	9	1	1	2	
106	M	35	6	1	1	1	
106	M	39	4	3	1	3	
106	M	43	21	1	1	1	
106	M	47	23	2	1	1	
106	M	51	11	2	1	3	
106	M	55	22	3	1	3	
106	M	59	5	2	0	1	
106	M	63	14	2	0	1	
106	M	67	12	1	1	2	
106	M	71	2	2	1	3	
106	M	75	8	2	1	1	
106	M	79	10	3	1	2	
106	M	83	7	3	1	3	
106	M	87	24	1	1	2	
106	M	91	13	3	1	2	
106	M	95	3	1	1	1	
106	M	99	18	1	1	1	
107	M	7	12	3	1	1	
107	M	11	14	1	1	2	
107	M	15	23	1	0	2	
107	M	19	24	3	1	3	
107	M	23	20	1	0	2	
107	M	27	6	3	1	3	
107	M	31	3	3	1	2	
107	M	35	16	2	1	3	
107	M	39	18	3	1	1	
107	M	43	7	2	1	2	
107	M	47	15	3	1	2	
107	M	51	11	1	0	2	
107	M	55	22	2	1	2	
107	M	59	4	2	1	2	
107	M	63	9	3	1	3	
107	M	67	2	1	1	2	
107	M	71	10	2	1	1	
107	M	75	5	1	0	3	
107	M	79	13	2	1	2	
107	M	83	17	1	1	3	
107	M	87	19	2	1	2	
107	M	91	8	1	1	3	
107	M	95	1	2	1	3	
107	M	99	21	3	1	2	
108	M	7	3	3	1	1	
108	M	11	4	2	1	2	
108	M	15	13	2	1	2	
108	M	19	23	1	1	1	
108	M	23	2	1	1	2	
108	M	27	14	1	1	1	
108	M	31	1	2	1	1	
108	M	35	12	3	1	2	
108	M	39	8	1	1	1	
108	M	43	20	1	1	1	
108	M	47	24	3	1	2	
108	M	51	5	1	1	1	
108	M	55	22	2	1	2	
108	M	59	9	3	1	2	
108	M	63	10	2	1	2	
108	M	67	11	1	1	1	
108	M	71	6	3	1	3	
108	M	75	17	1	1	2	
108	M	79	21	3	1	2	
108	M	83	15	3	1	2	
108	M	87	16	2	0	1	
108	M	91	19	2	1	2	
108	M	95	7	2	1	2	
108	M	99	18	3	1	1	
