Subj	posit	list	item	prime	target	tres_C	tres_F	presp	tresp	correct	numerr
L2M22	12	3	13	2	1	10	54	2	10	1	0
L2M22	15	3	7	1	1	20	8	5	20	1	0
L2M22	18	3	20	2	2	94	224	5	224	0	0
L2M22	21	3	24	2	2	17	45	4	17	1	0
L2M22	24	3	18	1	2	18	2	4	2	0	0
L2M22	27	3	21	2	1	3	12	4	3	1	0
L2M22	30	3	22	1	2	12	2	4	2	0	0
L2M22	33	3	14	1	2	16	6	4	6	0	0
L2M22	36	3	5	2	1	16	78	5	16	1	0
L2M22	39	3	12	2	2	72	84	3	72	1	0
L2M22	42	3	9	2	1	5	18	4	5	1	0
L2M22	45	3	19	1	1	70	10	5	36	0	1
L2M22	48	3	3	1	1	33	9	4	33	1	0
L2M22	51	3	4	2	2	70	90	2	90	0	0
L2M22	54	3	10	1	2	19	2	4	2	0	0
L2M22	57	3	11	1	1	40	12	4	40	1	0
L2M22	60	3	15	1	1	198	38	5	198	1	0
L2M22	63	3	2	1	2	7	2	5	2	0	0
L2M22	66	3	8	2	2	35	80	5	80	0	0
L2M22	69	3	1	2	1	5	20	3	5	1	0
L2M22	72	3	17	2	1	13	63	5	13	1	0
L2M22	75	3	6	1	2	13	4	5	63	0	1
L2M23	6	1	23	2	1	62	14	4	62	1	0
L2M23	9	1	16	1	2	65	77	5	65	1	0
L2M23	12	1	13	1	1	10	54	3	10	1	0
L2M23	15	1	7	2	1	20	8	2	20	1	0
L2M23	18	1	20	1	2	94	224	4	94	1	0
L2M23	21	1	24	1	2	17	45	5	17	1	0
L2M23	24	1	18	2	2	18	2	3	18	1	0
L2M23	27	1	21	1	1	3	12	4	12	0	0
L2M23	30	1	22	2	2	12	2	3	12	1	0
L2M23	33	1	14	2	2	16	6	4	6	0	0
L2M23	36	1	5	1	1	16	78	4	16	1	0
L2M23	39	1	12	1	2	72	84	5	72	1	0
L2M23	42	1	9	1	1	5	18	5	5	1	0
L2M23	45	1	19	2	1	70	10	5	10	0	0
L2M23	48	1	3	2	1	33	9	2	33	1	0
L2M23	51	1	4	1	2	70	90	5	70	1	0
L2M23	54	1	10	2	2	19	2	4	19	1	0
L2M23	57	1	11	2	1	40	12	4	40	1	0
L2M23	60	1	15	2	1	198	38	4	48	0	1
L2M23	63	1	2	2	2	7	2	2	2	0	0
L2M23	66	1	8	1	2	35	80	5	80	0	0
L2M23	69	1	1	1	1	5	20	5	5	1	0
L2M23	72	1	17	1	1	13	63	4	13	1	0
L2M23	75	1	6	2	2	13	4	5	4	0	0
L2M24	6	3	17	2	1	13	63	5	63	0	0
L2M24	9	3	15	1	1	198	38	5	38	0	0
L2M24	12	3	5	2	1	16	78	4	16	1	0
L2M24	15	3	2	1	2	7	2	2	7	1	0
L2M24	18	3	11	1	1	40	12	4	40	1	0
L2M24	21	3	22	1	2	12	2	5	12	1	0
L2M24	24	3	12	2	2	72	84	1	72	1	0
L2M24	27	3	19	1	1	70	10	5	10	0	0
L2M24	30	3	4	2	2	70	90	1	70	1	0
L2M24	33	3	24	2	2	17	45	5	17	1	0
L2M24	36	3	23	1	1	62	14	4	14	0	0
L2M24	39	3	3	1	1	33	9	5	9	0	0
L2M24	42	3	13	2	1	10	54	1	54	0	0
L2M24	45	3	18	1	2	18	2	4	18	1	0
L2M24	48	3	6	1	2	13	4	5	13	1	0
L2M24	51	3	20	2	2	94	224	2	94	1	0
L2M24	54	3	9	2	1	5	18	1	18	0	0
L2M24	57	3	8	2	2	35	80	4	35	1	0
L2M24	60	3	21	2	1	3	12	4	12	0	0
L2M24	63	3	14	1	2	16	6	1	16	1	0
L2M24	66	3	16	2	2	65	77	1	58	0	1
L2M24	69	3	10	1	2	19	2	2	19	1	0
L2M24	72	3	7	1	1	20	8	5	20	1	0
L2M24	75	3	1	2	1	5	20	1	20	0	0
L2M25	6	4	17	2	2	97	25	5	25	0	0
L2M25	9	4	15	1	2	15	40	5	15	1	0
L2M25	12	4	5	2	2	152	62	5	62	0	0
L2M25	15	4	2	2	1	26	8	2	26	1	0
L2M25	18	4	11	1	2	4	14	2	4	1	0
L2M25	21	4	22	2	1	56	8	4	56	1	0
L2M25	24	4	12	1	1	27	34	5	27	1	0
L2M25	27	4	19	1	2	0	12	5	0	1	0
L2M25	30	4	4	1	1	50	68	3	50	1	0
L2M25	33	4	24	1	1	19	49	5	19	1	0
L2M25	36	4	23	1	2	4	16	5	4	1	0
L2M25	39	4	3	1	2	1	6	5	1	1	0
L2M25	42	4	13	2	2	85	22	4	85	1	0
L2M25	45	4	18	2	1	92	8	3	92	1	0
L2M25	48	4	6	2	1	86	14	5	86	1	0
L2M25	51	4	20	1	1	74	200	5	74	1	0
L2M25	54	4	9	2	2	50	26	3	50	1	0
L2M25	57	4	8	1	1	25	65	5	25	1	0
L2M25	60	4	21	2	2	25	9	3	25	1	0
L2M25	63	4	14	2	1	49	13	5	49	1	0
L2M25	66	4	16	1	1	25	32	5	25	1	0
L2M25	69	4	10	2	1	98	8	4	98	1	0
L2M25	72	4	7	1	2	1	4	1	4	0	0
L2M25	75	4	1	2	2	73	45	2	5	0	1
L2M26	6	2	23	2	2	4	16	4	4	1	0
L2M26	9	2	16	2	1	25	32	1	32	0	0
L2M26	12	2	13	1	2	85	22	4	85	1	0
L2M26	15	2	7	2	2	1	4	2	4	0	0
L2M26	18	2	20	2	1	74	200	4	200	0	0
L2M26	21	2	24	2	1	19	49	4	49	0	0
L2M26	24	2	18	1	1	92	8	1	8	0	0
L2M26	27	2	21	1	2	25	9	3	25	1	0
L2M26	30	2	22	1	1	56	8	4	7	0	1
L2M26	33	2	14	1	1	49	13	4	13	0	0
L2M26	36	2	5	1	2	152	62	4	152	1	0
L2M26	39	2	12	2	1	27	34	3	34	0	0
L2M26	42	2	9	1	2	50	26	4	50	1	0
L2M26	45	2	19	2	2	0	12	4	0	1	0
L2M26	48	2	3	2	2	1	6	1	1	1	0
L2M26	51	2	4	2	1	50	68	1	68	0	0
L2M26	54	2	10	1	1	98	8	4	98	1	0
L2M26	57	2	11	2	2	4	14	4	4	1	0
L2M26	60	2	15	2	2	15	40	4	15	1	0
L2M26	63	2	2	1	1	26	8	4	8	0	0
L2M26	66	2	8	2	1	25	65	4	65	0	0
L2M26	69	2	1	1	2	73	45	4	73	1	0
L2M26	72	2	17	1	2	97	25	4	97	1	0
L2M26	75	2	6	1	1	86	14	5	86	1	0
L2M27	6	1	9	1	1	5	18	5	18	0	0
L2M27	9	1	22	2	2	12	2	4	12	1	0
L2M27	12	1	8	1	2	35	80	5	35	1	0
L2M27	15	1	17	1	1	13	63	5	63	0	0
L2M27	18	1	14	2	2	16	6	5	16	1	0
L2M27	21	1	19	2	1	70	10	5	10	0	0
L2M27	24	1	1	1	1	5	20	5	20	0	0
L2M27	27	1	16	1	2	65	77	5	63	0	1
L2M27	30	1	12	1	2	72	84	5	72	1	0
L2M27	33	1	13	1	1	10	54	5	10	1	0
L2M27	36	1	2	2	2	7	2	3	7	1	0
L2M27	39	1	5	1	1	16	78	5	78	0	0
L2M27	42	1	10	2	2	19	2	2	19	1	0
L2M27	45	1	23	2	1	62	14	4	14	0	0
L2M27	48	1	6	2	2	13	4	5	13	1	0
L2M27	51	1	24	1	2	17	45	5	17	1	0
L2M27	54	1	3	2	1	33	9	2	9	0	0
L2M27	57	1	11	2	1	40	12	5	12	0	0
L2M27	60	1	7	2	1	20	8	2	8	0	0
L2M27	63	1	18	2	2	18	2	3	18	1	0
L2M27	66	1	15	2	1	198	38	5	38	0	0
L2M27	69	1	4	1	2	70	90	5	70	1	0
L2M27	72	1	21	1	1	3	12	3	3	1	0
L2M27	75	1	20	1	2	94	224	5	94	1	0
L2M28	6	4	23	1	2	4	16	5	4	1	0
L2M28	9	4	16	1	1	25	32	5	32	0	0
L2M28	12	4	13	2	2	85	22	1	85	1	0
L2M28	15	4	7	1	2	1	4	5	1	1	0
L2M28	18	4	20	1	1	74	200	5	200	0	0
L2M28	21	4	24	1	1	19	49	5	19	1	0
L2M28	24	4	18	2	1	92	8	4	92	1	0
L2M28	27	4	21	2	2	25	9	3	25	1	0
L2M28	30	4	22	2	1	56	8	1	56	1	0
L2M28	33	4	14	2	1	49	13	2	49	1	0
L2M28	36	4	5	2	2	152	62	1	152	1	0
L2M28	39	4	12	1	1	27	34	3	34	0	0
L2M28	42	4	9	2	2	50	26	1	26	0	0
L2M28	45	4	19	1	2	0	12	5	12	0	0
L2M28	48	4	3	1	2	1	6	1	6	0	0
L2M28	51	4	4	1	1	50	68	4	50	1	0
L2M28	54	4	10	2	1	98	8	5	98	1	0
L2M28	57	4	11	1	2	4	14	3	14	0	0
L2M28	60	4	15	1	2	15	40	5	40	0	0
L2M28	63	4	2	2	1	26	8	1	6	0	1
L2M28	66	4	8	1	1	25	65	5	25	1	0
L2M28	69	4	1	2	2	73	45	1	45	0	0
L2M28	72	4	17	2	2	97	25	5	97	1	0
L2M28	75	4	6	2	1	86	14	4	86	1	0
L2M29	6	1	9	1	1	5	18	5	5	1	0
L2M29	9	1	22	2	2	12	2	5	12	1	0
L2M29	12	1	8	1	2	35	80	5	35	1	0
L2M29	15	1	17	1	1	13	63	5	13	1	0
L2M29	18	1	14	2	2	16	6	5	16	1	0
L2M29	21	1	19	2	1	70	10	5	10	0	0
L2M29	24	1	1	1	1	5	20	2	5	1	0
L2M29	27	1	16	1	2	65	77	5	65	1	0
L2M29	30	1	12	1	2	72	84	5	72	1	0
L2M29	33	1	13	1	1	10	54	4	54	0	0
L2M29	36	1	2	2	2	7	2	2	7	1	0
L2M29	39	1	5	1	1	16	78	5	16	1	0
L2M29	42	1	10	2	2	19	2	5	19	1	0
L2M29	45	1	23	2	1	62	14	1	62	1	0
L2M29	48	1	6	2	2	13	4	5	13	1	0
L2M29	51	1	24	1	2	17	45	5	45	0	0
L2M29	54	1	3	2	1	33	9	5	9	0	0
L2M29	57	1	11	2	1	40	12	1	40	1	0
L2M29	60	1	7	2	1	20	8	3	20	1	0
L2M29	63	1	18	2	2	18	2	1	2	0	0
L2M29	66	1	15	2	1	198	38	5	198	1	0
L2M29	69	1	4	1	2	70	90	5	90	0	0
L2M29	72	1	21	1	1	3	12	5	3	1	0
L2M29	75	1	20	1	2	94	224	5	94	1	0
L2M30	6	4	9	2	2	50	26	4	50	1	0
L2M30	9	4	22	2	1	56	8	4	56	1	0
L2M30	12	4	8	1	1	25	65	3	65	0	0
L2M30	15	4	17	2	2	97	25	5	97	1	0
L2M30	18	4	14	2	1	49	13	3	49	1	0
L2M30	21	4	19	1	2	0	12	5	0	1	0
L2M30	24	4	1	2	2	73	45	2	73	1	0
L2M30	27	4	16	1	1	25	32	5	25	1	0
L2M30	30	4	12	1	1	27	34	5	27	1	0
L2M30	33	4	13	2	2	85	22	1	85	1	0
L2M30	36	4	2	2	1	26	8	3	26	1	0
L2M30	39	4	5	2	2	152	62	4	152	1	0
L2M30	42	4	10	2	1	98	8	4	8	0	0
L2M30	45	4	23	1	2	4	16	5	3	0	1
L2M30	48	4	6	2	1	86	14	5	86	1	0
L2M30	51	4	24	1	1	19	49	4	19	1	0
L2M30	54	4	3	1	2	1	6	4	1	1	0
L2M30	57	4	11	1	2	4	14	4	14	0	0
L2M30	60	4	7	1	2	1	4	5	1	1	0
L2M30	63	4	18	2	1	92	8	4	92	1	0
L2M30	66	4	15	1	2	15	40	5	15	1	0
L2M30	69	4	4	1	1	50	68	5	50	1	0
L2M30	72	4	21	2	2	25	9	4	25	1	0
L2M30	75	4	20	1	1	74	200	4	74	1	0
L2M31	6	1	23	2	1	62	14	5	14	0	0
L2M31	9	1	16	1	2	65	77	5	65	1	0
L2M31	12	1	13	1	1	10	54	5	54	0	0
L2M31	15	1	7	2	1	20	8	2	8	0	0
L2M31	18	1	20	1	2	94	224	5	94	1	0
L2M31	21	1	24	1	2	17	45	5	17	1	0
L2M31	24	1	18	2	2	18	2	2	18	1	0
L2M31	27	1	21	1	1	3	12	5	3	1	0
L2M31	30	1	22	2	2	12	2	5	12	1	0
L2M31	33	1	14	2	2	16	6	5	16	1	0
L2M31	36	1	5	1	1	16	78	5	84	0	1
L2M31	39	1	12	1	2	72	84	5	72	1	0
L2M31	42	1	9	1	1	5	18	5	5	1	0
L2M31	45	1	19	2	1	70	10	5	10	0	0
L2M31	48	1	3	2	1	33	9	5	9	0	0
L2M31	51	1	4	1	2	70	90	5	70	1	0
L2M31	54	1	10	2	2	19	2	5	19	1	0
L2M31	57	1	11	2	1	40	12	5	12	0	0
L2M31	60	1	15	2	1	198	38	5	38	0	0
L2M31	63	1	2	2	2	7	2	3	7	1	0
L2M31	66	1	8	1	2	35	80	5	35	1	0
L2M31	69	1	1	1	1	5	20	5	20	0	0
L2M31	72	1	17	1	1	13	63	5	13	1	0
L2M31	75	1	6	2	2	13	4	5	91	0	1
L2M32	6	1	17	1	1	13	63	5	63	0	0
L2M32	9	1	15	2	1	198	38	5	38	0	0
L2M32	12	1	5	1	1	16	78	5	66	0	1
L2M32	15	1	2	2	2	7	2	1	8	0	1
L2M32	18	1	11	2	1	40	12	4	12	0	0
L2M32	21	1	22	2	2	12	2	2	12	1	0
L2M32	24	1	12	1	2	72	84	5	72	1	0
L2M32	27	1	19	2	1	70	10	5	10	0	0
L2M32	30	1	4	1	2	70	90	5	70	1	0
L2M32	33	1	24	1	2	17	45	4	17	1	0
L2M32	36	1	23	2	1	62	14	5	14	0	0
L2M32	39	1	3	2	1	33	9	2	33	1	0
L2M32	42	1	13	1	1	10	54	3	54	0	0
L2M32	45	1	18	2	2	18	2	1	18	1	0
L2M32	48	1	6	2	2	13	4	5	13	1	0
L2M32	51	1	20	1	2	94	224	5	94	1	0
L2M32	54	1	9	1	1	5	18	4	5	1	0
L2M32	57	1	8	1	2	35	80	35	35	1	0
L2M32	60	1	21	1	1	3	12	5	12	0	0
L2M32	63	1	14	2	2	16	6	4	18	0	1
L2M32	66	1	16	1	2	65	77	5	65	1	0
L2M32	69	1	10	2	2	19	2	5	19	1	0
L2M32	72	1	7	2	1	20	8	1	8	0	0
L2M32	75	1	1	1	1	5	20	5	20	0	0
L2M33	6	3	23	1	1	62	14	5	14	0	0
L2M33	9	3	16	2	2	65	77	1	65	1	0
L2M33	12	3	13	2	1	10	54	2	54	0	0
L2M33	15	3	7	1	1	20	8	5	8	0	0
L2M33	18	3	20	2	2	94	224	1	94	1	0
L2M33	21	3	24	2	2	17	45	5	17	1	0
L2M33	24	3	18	1	2	18	2	5	18	1	0
L2M33	27	3	21	2	1	3	12	5	3	1	0
L2M33	30	3	22	1	2	12	2	5	12	1	0
L2M33	33	3	14	1	2	16	6	3	16	1	0
L2M33	36	3	5	2	1	16	78	5	78	0	0
L2M33	39	3	12	2	2	72	84	5	72	1	0
L2M33	42	3	9	2	1	5	18	2	18	0	0
L2M33	45	3	19	1	1	70	10	5	70	1	0
L2M33	48	3	3	1	1	33	9	5	9	0	0
L2M33	51	3	4	2	2	70	90	5	70	1	0
L2M33	54	3	10	1	2	19	2	5	2	0	0
L2M33	57	3	11	1	1	40	12	5	12	0	0
L2M33	60	3	15	1	1	198	38	5	30	0	1
L2M33	63	3	2	1	2	7	2	5	7	1	0
L2M33	66	3	8	2	2	35	80	5	35	1	0
L2M33	69	3	1	2	1	5	20	4	20	0	0
L2M33	72	3	17	2	1	13	63	5	63	0	0
L2M33	75	3	6	1	2	13	4	5	12	0	1
L2M34	6	2	9	1	2	50	26	5	50	1	0
L2M34	9	2	22	1	1	56	8	5	56	1	0
L2M34	12	2	8	2	1	25	65	5	25	1	0
L2M34	15	2	17	1	2	97	25	5	25	0	0
L2M34	18	2	14	1	1	49	13	5	49	1	0
L2M34	21	2	19	2	2	0	12	5	0	1	0
L2M34	24	2	1	1	2	73	45	5	73	1	0
L2M34	27	2	16	2	1	25	32	3	25	1	0
L2M34	30	2	12	2	1	27	34	4	27	1	0
L2M34	33	2	13	1	2	85	22	3	85	1	0
L2M34	36	2	2	1	1	26	8	4	26	1	0
L2M34	39	2	5	1	2	152	62	5	152	1	0
L2M34	42	2	10	1	1	98	8	5	98	1	0
L2M34	45	2	23	2	2	4	16	5	4	1	0
L2M34	48	2	6	1	1	86	14	5	86	1	0
L2M34	51	2	24	2	1	19	49	5	49	0	0
L2M34	54	2	3	2	2	1	6	2	1	1	0
L2M34	57	2	11	2	2	4	14	3	4	1	0
L2M34	60	2	7	2	2	1	4	4	1	1	0
L2M34	63	2	18	1	1	92	8	4	92	1	0
L2M34	66	2	15	2	2	15	40	5	15	1	0
L2M34	69	2	4	2	1	50	68	3	50	1	0
L2M34	72	2	21	1	2	25	9	5	25	1	0
L2M34	75	2	20	2	1	74	200	5	74	1	0
L2M35	6	3	17	2	1	13	63	4	63	0	0
L2M35	9	3	15	1	1	198	38	5	38	0	0
L2M35	12	3	5	2	1	16	78	4	78	0	0
L2M35	15	3	2	1	2	7	2	5	7	1	0
L2M35	18	3	11	1	1	40	12	5	40	1	0
L2M35	21	3	22	1	2	12	2	5	12	1	0
L2M35	24	3	12	2	2	72	84	2	72	1	0
L2M35	27	3	19	1	1	70	10	5	70	1	0
L2M35	30	3	4	2	2	70	90	5	70	1	0
L2M35	33	3	24	2	2	17	45	2	17	1	0
L2M35	36	3	23	1	1	62	14	4	14	0	0
L2M35	39	3	3	1	1	33	9	4	9	0	0
L2M35	42	3	13	2	1	10	54	2	54	0	0
L2M35	45	3	18	1	2	18	2	3	18	1	0
L2M35	48	3	6	1	2	13	4	4	4	0	0
L2M35	51	3	20	2	2	94	224	3	94	1	0
L2M35	54	3	9	2	1	5	18	3	18	0	0
L2M35	57	3	8	2	2	35	80	5	35	1	0
L2M35	60	3	21	2	1	3	12	3	8	0	1
L2M35	63	3	14	1	2	16	6	3	16	1	0
L2M35	66	3	16	2	2	65	77	1	65	1	0
L2M35	69	3	10	1	2	19	2	2	19	1	0
L2M35	72	3	7	1	1	20	8	5	8	0	0
L2M35	75	3	1	2	1	5	20	1	20	0	0
L2M36	6	4	23	1	2	4	16	5	4	1	0
L2M36	9	4	16	1	1	25	32	4	32	0	0
L2M36	12	4	13	2	2	85	22	4	85	1	0
L2M36	15	4	7	1	2	1	4	4	4	0	0
L2M36	18	4	20	1	1	74	200	5	200	0	0
L2M36	21	4	24	1	1	19	49	2	49	0	0
L2M36	24	4	18	2	1	92	8	1	8	0	0
L2M36	27	4	21	2	2	25	9	4	25	1	0
L2M36	30	4	22	2	1	56	8	4	8	0	0
L2M36	33	4	14	2	1	49	13	5	13	0	0
L2M36	36	4	5	2	2	152	62	5	152	1	0
L2M36	39	4	12	1	1	27	34	5	27	1	0
L2M36	42	4	9	2	2	50	26	4	50	1	0
L2M36	45	4	19	1	2	0	12	5	0	1	0
L2M36	48	4	3	1	2	1	6	5	1	1	0
L2M36	51	4	4	1	1	50	68	4	68	0	0
L2M36	54	4	10	2	1	98	8	5	7	0	1
L2M36	57	4	11	1	2	4	14	5	14	0	0
L2M36	60	4	15	1	2	15	40	5	15	1	0
L2M36	63	4	2	2	1	26	8	3	8	0	0
L2M36	66	4	8	1	1	25	65	5	65	0	0
L2M36	69	4	1	2	2	73	45	2	73	1	0
L2M36	72	4	17	2	2	97	25	5	97	1	0
L2M36	75	4	6	2	1	86	14	5	14	0	0
