Subject_ID	item	trial_numb	cond	prime_resp	Vcond	Ptype	target_resp	Ttype	T_onset	P_onset	P_offset	trialT		
189	4	31	03	DO	2	2	PO	1	8070	4610	8680	21360		
189	5	95	04	ZZ	2	3	DO	2	1430	5110	11700	18240		
189	6	11	01	PO	1	1	DO	2	2140	2690	4670	9500		
189	7	79	02	ZZ	1	3	ZZ	3	4120	12360	15430	31910		
189	8	71	03	PO	2	1	DO	2	7750	2800	10650	21200		
189	9	59	04	DO	2	2	ZZ	3	2800	2800	5660	11260		
189	10	123	01	PO	1	1	DO	2	4720	2750	8190	15660		
189	11	91	02	DO	1	2	DO	2	1430	2580	5930	9940		
189	12	75	03	PO	2	1	ZZ	3	1760	2300	6200	10260		
189	13	35	04	ZZ	2	3	PO	1	4120	5380	24770	34270		
189	14	3	01	ZZ	1	3	DO	2	2030	4610	6370	13010		
189	15	7	02	DO	1	2	ZZ	3	3790	11540	16970	32300		
189	16	83	03	PO	2	1	DO	2	2800	3290	7520	13610		
189	17	107	04	DO	2	2	DO	2	2140	2250	6870	11260		
189	18	67	01	PO	1	1	DO	2	2360	3570	8620	14550		
189	19	103	02	DO	1	2	DO	2	3240	1970	3620	8830		
189	20	55	03	PO	2	1	DO	2	2470	1920	14720	19110		
189	21	87	04	DO	2	2	DO	2	1980	3290	6920	12190		
189	22	43	01	PO	1	1	DO	2	3840	3240	6100	13180		
189	23	111	02	DO	1	2	DO	2	3020	2960	5880	11860		
189	24	47	03	ZZ	2	3	ZZ	3	2250	2800	11210	16260		
189	25	63	04	DO	2	2	DO	2	1650	2970	6150	10770		
189	26	99	01	PO	1	1	PO	1	2910	1760	7080	11750		
189	27	51	02	DO	1	2	PO	1	3300	1920	17570	22790		
189	28	15	03	ZZ	2	3	DO	2	1810	4510	7420	13740		
189	29	119	04	DO	2	2	PO	1	2800	4730	18730	26260		
189	30	19	01	PO	1	1	PO	1	2970	3300	4120	10390		
189	31	23	02	DO	1	2	DO	2	2250	2640	9450	14340		
189	32	27	03	ZZ	2	3	PO	1	2740	5770	10440	18950		
190	1	27	01	PO	1	1	ZZ	3	2090	12250	18560	32900		
190	2	95	02	ZZ	1	3	ZZ	3	3850	5220	9060	18130		
190	3	103	03	PO	2	1	ZZ	3	2260	11420	27840	41520		
190	4	67	04	DO	2	2	ZZ	3	6480	8070	39160	53710		
190	5	119	01	PO	1	1	ZZ	3	19610	10050	20540	50200		
190	6	19	02	DO	1	2	ZZ	3	2410	5110	8460	15980		
190	7	63	03	PO	2	1	PO	1	9500	3570	10110	23180		
190	8	59	04	DO	2	2	ZZ	3	4120	5330	9450	18900		
190	9	35	01	PO	1	1	DO	2	11580	3570	7310	22460		
190	10	87	02	DO	1	2	ZZ	3	9230	4340	7310	20880		
190	11	43	03	PO	2	1	ZZ	3	2910	7300	19110	29320		
190	12	15	04	DO	2	2	ZZ	3	2970	8460	14280	25710		
190	13	115	01	PO	1	1	PO	1	7750	3960	9230	20940		
190	14	11	02	DO	1	2	ZZ	3	6370	3790	9840	20000		
190	15	51	03	PO	2	1	ZZ	3	7360	3620	8840	19820		
190	16	123	04	DO	2	2	DO	2	5110	3900	13790	22800		
190	17	47	01	ZZ	1	3	DO	2	6210	5320	10430	21960		
190	18	79	02	DO	1	2	DO	2	3890	4400	15770	24060		
190	19	39	03	PO	2	1	ZZ	3	2480	4670	10760	17910		
190	20	99	04	ZZ	2	3	ZZ	3	4500	2960	5440	12900		
190	21	3	01	PO	1	1	ZZ	3	11590	3070	10540	25200		
190	22	31	02	DO	1	2	DO	2	5050	23900	28620	57570		
190	23	23	03	PO	2	1	PO	1	5930	3520	9950	19400		
190	24	91	04	DO	2	2	ZZ	3	8020	2910	8400	19330		
190	25	75	01	PO	1	1	ZZ	3	4780	10440	18240	33460		
190	26	111	02	DO	1	2	ZZ	3	2470	4610	7910	14990		
190	27	83	03	PO	2	1	PO	1	2470	3080	5490	11040		
190	28	7	04	DO	2	2	ZZ	3	13070	3080	5660	21810		
190	29	127	01	ZZ	1	3	DO	2	3250	3080	7520	13850		
190	30	55	02	DO	1	2	DO	2	8130	7470	30100	45700		
190	31	71	03	PO	2	1	ZZ	3	3240	5050	9890	18180		
190	32	107	04	DO	2	2	ZZ	3	2580	8080	19230	29890		
191	1	75	02	DO	1	2	ZZ	3	2700	6210	21910	30820		
191	2	55	03	ZZ	2	3	DO	2	4890	6760	8460	20110		
191	3	95	04	DO	2	2	PO	1	5490	4340	12690	22520		
191	4	99	01	PO	1	1	ZZ	3	4280	2800	11260	18340		
191	5	111	02	DO	1	2	ZZ	3	5060	4830	18830	28720		
191	6	59	03	PO	2	1	DO	2	2970	2590	10600	16160		
191	7	127	04	DO	2	2	PO	1	7200	6650	14830	28680		
191	8	71	01	PO	1	1	PO	1	5610	3130	17520	26260		
191	9	11	02	DO	1	2	ZZ	3	5990	11810	17900	35700		
191	10	23	03	ZZ	2	3	DO	2	4890	2850	8560	16300		
191	11	91	04	DO	2	2	PO	1	12240	5000	17750	34990		
191	12	43	01	ZZ	1	3	ZZ	3	7250	5990	10710	23950		
191	13	39	02	DO	1	2	PO	1	7470	4670	10600	22740		
191	14	31	03	PO	2	1	ZZ	3	1810	6590	11530	19930		
191	15	47	04	DO	2	2	PO	1	8290	9500	25650	43440		
191	16	123	01	PO	1	1	ZZ	3	10270	5440	10220	25930		
191	17	119	02	DO	1	2	DO	2	5550	7960	11090	24600		
191	18	15	03	PO	2	1	PO	1	5550	2740	17570	25860		
191	19	19	04	DO	2	2	PO	1	3020	2690	10210	15920		
191	20	63	01	PO	1	1	PO	1	5600	3400	8020	17020		
191	21	103	02	DO	1	2	DO	2	3290	5440	8410	17140		
191	22	83	03	PO	2	1	PO	1	8300	4340	10210	22850		
191	23	67	04	DO	2	2	ZZ	3	5320	13730	21040	40090		
191	24	115	01	ZZ	1	3	PO	1	3900	2640	4180	10720		
191	25	7	02	DO	1	2	PO	1	2970	3350	6480	12800		
191	26	107	03	PO	2	1	DO	2	3240	7580	14010	24830		
191	27	87	04	DO	2	2	ZZ	3	4880	4720	17910	27510		
191	28	35	01	PO	1	1	ZZ	3	11590	9170	12240	33000		
191	29	51	02	DO	1	2	PO	1	10760	3840	14010	28610		
191	30	27	03	ZZ	2	3	PO	1	3020	8020	10110	21150		
191	31	3	04	DO	2	2	PO	1	8730	5870	7910	22510		
191	32	79	01	PO	1	1	ZZ	3	4400	7030	34660	46090		
192	1	47	03	DO	2	2	ZZ	3	2030	3790	5930	11750		
192	2	107	04	DO	2	2	DO	2	1820	3190	4720	9730		
192	3	111	01	PO	1	1	ZZ	3	1920	1810	7140	10870		
192	4	91	02	DO	1	2	DO	2	2920	2750	4500	10170		
192	5	83	03	ZZ	2	3	DO	2	3460	3400	5600	12460		
192	6	55	04	DO	2	2	ZZ	3	5220	7570	9940	22730		
192	7	103	01	ZZ	1	3	ZZ	3	6540	6320	7640	20500		
192	8	11	02	DO	1	2	ZZ	3	6150	2850	4560	13560		
192	9	75	03	DO	2	2	ZZ	3	2370	1820	3020	7210		
192	10	67	04	PO	2	1	PO	1	2090	2140	3950	8180		
192	11	23	01	PO	1	1	ZZ	3	4830	4830	6810	16470		
192	12	15	02	DO	1	2	ZZ	3	1870	5050	6860	13780		
192	13	63	03	ZZ	2	3	ZZ	3	35320	4940	8670	48930		
192	14	123	04	DO	2	2	ZZ	3	6810	4290	5490	16590		
192	15	59	01	ZZ	1	3	ZZ	3	7800	2420	4670	14890		
192	16	39	02	DO	1	2	DO	2	2260	9280	12680	24220		
192	17	35	03	ZZ	2	3	ZZ	3	2860	2090	3570	8520		
192	18	95	04	DO	2	2	PO	1	2530	2150	5550	10230		
192	19	119	01	PO	1	1	DO	2	2910	1700	6920	11530		
192	20	43	02	DO	1	2	ZZ	3	5760	5430	9830	21020		
192	21	3	03	PO	2	1	DO	2	2580	3570	8080	14230		
192	22	31	04	DO	2	2	ZZ	3	2420	3240	5710	11370		
192	23	71	01	ZZ	1	3	ZZ	3	3240	1700	7690	12630		
192	24	87	02	DO	1	2	ZZ	3	5110	1920	3680	10710		
192	25	19	03	PO	2	1	DO	2	1870	1540	4620	8030		
192	26	7	04	DO	2	2	DO	2	1370	1650	4230	7250		
192	27	27	01	PO	1	1	ZZ	3	1540	2080	4610	8230		
192	28	115	02	DO	1	2	DO	2	2250	2360	4390	9000		
192	29	99	03	PO	2	1	DO	2	1380	2750	4940	9070		
192	30	79	04	DO	2	2	PO	1	1970	1810	5060	8840		
192	31	51	01	PO	1	1	PO	1	2250	1700	5660	9610		
192	32	127	02	DO	1	2	ZZ	3	3020	1750	3460	8230		
193	1	115	04	DO	2	2	ZZ	3	2420	4670	6750	13840		
193	2	119	01	PO	1	1	DO	2	3240	5490	7690	16420		
193	3	11	02	DO	1	2	ZZ	3	4500	8240	65140	77880		
193	4	39	03	PO	2	1	PO	1	5000	3620	6590	15210		
193	5	99	04	DO	2	2	DO	2	4120	11150	13620	28890		
193	6	83	01	PO	1	1	DO	2	7250	5000	13240	25490		
193	7	31	02	DO	1	2	ZZ	3	6920	9550	13340	29810		
193	8	111	03	ZZ	2	3	DO	2	5490	7580	12960	26030		
193	9	87	04	DO	2	2	ZZ	3	2800	3570	5770	12140		
193	10	23	01	PO	1	1	PO	1	3460	3190	5500	12150		
193	11	7	02	DO	1	2	DO	2	5220	5380	7470	18070		
193	12	63	03	PO	2	1	ZZ	3	2910	6970	9720	19600		
193	13	107	04	DO	2	2	PO	1	5940	6490	26420	38850		
193	14	35	01	ZZ	1	3	ZZ	3	3520	4670	6700	14890		
193	15	103	02	DO	1	2	PO	1	8190	8740	12030	28960		
193	16	91	03	PO	2	1	ZZ	3	5330	10430	14060	29820		
193	17	55	04	DO	2	2	PO	1	3290	5050	6760	15100		
193	18	19	01	PO	1	1	ZZ	3	3950	8020	23130	35100		
193	19	43	02	DO	1	2	ZZ	3	12740	3240	4830	20810		
193	20	59	03	PO	2	1	ZZ	3	3520	3020	8950	15490		
193	21	51	04	DO	2	2	PO	1	2860	69530	75850	148240		
193	22	15	01	PO	1	1	ZZ	3	3790	26310	32840	62940		
193	23	95	02	DO	1	2	PO	1	8290	3410	6600	18300		
193	24	71	03	PO	2	1	PO	1	1650	2740	9280	13670		
193	25	3	04	DO	2	2	DO	2	5610	2960	8450	17020		
193	26	27	01	PO	1	1	PO	1	2690	2740	7140	12570		
193	27	79	02	DO	1	2	ZZ	3	3410	3410	5550	12370		
193	28	75	03	ZZ	2	3	DO	2	6040	8790	24220	39050		
193	29	127	04	DO	2	2	PO	1	4390	60970	63440	128800		
193	30	47	01	PO	1	1	PO	1	2530	4830	7690	15050		
193	31	123	02	DO	1	2	ZZ	3	4610	3630	4950	13190		
193	32	67	03	PO	2	1	ZZ	3	3070	3790	10990	17850		
195	1	115	02	DO	1	2	ZZ	3	2140	7530	10820	20490		
195	2	47	03	ZZ	2	3	PO	1	2310	7360	22030	31700		
195	3	27	04	DO	2	2	PO	1	2530	3180	8180	13890		
195	4	83	01	PO	1	1	PO	1	8300	2580	8510	19390		
195	5	67	02	ZZ	1	3	ZZ	3	4560	8070	10760	23390		
195	6	19	03	PO	2	1	PO	1	6540	3130	6860	16530		
195	7	99	04	DO	2	2	ZZ	3	5160	3570	5270	14000		
195	8	51	01	PO	1	1	PO	1	4400	4720	7850	16970		
195	9	75	02	DO	1	2	DO	2	2580	3080	11650	17310		
195	10	7	03	PO	2	1	DO	2	14940	4500	12790	32230		
195	11	123	04	DO	2	2	ZZ	3	2250	5660	13460	21370		
195	12	43	01	PO	1	1	ZZ	3	2640	3460	19220	25320		
195	13	71	02	DO	1	2	PO	1	2310	3020	7080	12410		
195	14	23	03	PO	2	1	ZZ	3	2800	2250	15110	20160		
195	15	59	04	DO	2	2	ZZ	3	3570	10100	20430	34100		
195	16	79	01	PO	1	1	PO	1	9560	4340	20540	34440		
195	17	111	02	DO	1	2	ZZ	3	7420	5110	7470	20000		
195	18	63	03	ZZ	2	3	PO	1	3250	2310	3400	8960		
195	19	35	04	DO	2	2	PO	1	1810	9440	15320	26570		
195	20	87	01	PO	1	1	PO	1	2800	2690	15210	20700		
195	21	119	02	DO	1	2	ZZ	3	2260	5160	7410	14830		
195	22	3	03	PO	2	1	ZZ	3	3080	2910	9170	15160		
195	23	107	04	DO	2	2	PO	1	7580	7030	8900	23510		
195	24	127	01	PO	1	1	ZZ	3	2530	2420	6100	11050		
195	25	103	02	DO	1	2	PO	1	2360	3130	4500	9990		
195	26	91	03	PO	2	1	PO	1	2910	4450	19500	26860		
195	27	55	04	DO	2	2	PO	1	3900	5490	9230	18620		
195	28	15	01	PO	1	1	DO	2	2420	5610	13570	21600		
195	29	11	02	DO	1	2	DO	2	13950	2530	6270	22750		
195	30	95	03	PO	2	1	ZZ	3	2960	2580	8180	13720		
195	31	39	04	DO	2	2	PO	1	2250	5330	22520	30100		
195	32	31	01	PO	1	1	ZZ	3	3350	9500	12090	24940		
198	1	23	01	PO	1	1	ZZ	3	6150	10280	12310	28740		
198	2	71	02	DO	1	2	ZZ	3	2360	5490	12030	19880		
198	3	95	03	PO	2	1	ZZ	3	2690	2640	5170	10500		
198	4	103	04	DO	2	2	ZZ	3	4340	5160	7250	16750		
198	5	99	01	PO	1	1	DO	2	2750	2910	8670	14330		
198	6	27	02	DO	1	2	ZZ	3	2630	2590	3850	9070		
198	7	31	03	ZZ	2	3	ZZ	3	4290	3520	5930	13740		
198	8	67	04	DO	2	2	PO	1	3790	3790	6320	13900		
198	9	79	01	PO	1	1	ZZ	3	2960	3570	6100	12630		
198	10	15	02	DO	1	2	ZZ	3	3900	3290	5980	13170		
198	11	119	03	DO	2	2	ZZ	3	2750	2030	4340	9120		
198	12	75	04	DO	2	2	ZZ	3	2200	5540	11860	19600		
198	13	63	01	PO	1	1	ZZ	3	7080	3350	6320	16750		
198	14	111	02	DO	1	2	ZZ	3	3620	2850	4780	11250		
198	15	123	03	PO	2	1	ZZ	3	3080	3900	8130	15110		
198	16	55	04	DO	2	2	DO	2	4940	3570	5380	13890		
198	17	7	01	ZZ	1	3	ZZ	3	2410	3460	4780	10650		
198	18	43	02	DO	1	2	DO	2	3790	2860	5220	11870		
198	19	51	03	PO	2	1	DO	2	2920	2300	4220	9440		
198	20	47	04	DO	2	2	ZZ	3	2740	2140	3960	8840		
198	21	3	01	PO	1	1	ZZ	3	5060	2750	5600	13410		
198	22	127	02	DO	1	2	ZZ	3	2360	4010	6430	12800		
198	23	39	03	PO	2	1	DO	2	2150	3630	7850	13630		
198	24	19	04	DO	2	2	ZZ	3	2640	2580	4560	9780		
198	25	87	01	PO	1	1	ZZ	3	2690	3130	6040	11860		
198	26	35	02	DO	1	2	ZZ	3	2090	2960	4610	9660		
198	27	11	03	PO	2	1	ZZ	3	2690	2310	6590	11590		
198	28	115	04	DO	2	2	DO	2	4120	2800	5380	12300		
198	29	107	01	PO	1	1	PO	1	2310	3020	5880	11210		
198	30	59	02	DO	1	2	ZZ	3	2850	3080	8300	14230		
198	31	91	03	PO	2	1	ZZ	3	2030	3350	6870	12250		
198	32	83	04	DO	2	2	ZZ	3	3520	3240	10210	16970		
201	1	87	04	DO	2	2	ZZ	3	2960	2970	5330	11260		
201	2	39	01	PO	1	1	ZZ	3	6480	3020	4780	14280		
201	3	35	02	DO	1	2	ZZ	3	4390	3460	17910	25760		
201	4	63	03	PO	2	1	ZZ	3	4670	3570	33890	42130		
201	5	119	04	DO	2	2	ZZ	3	3300	4180	5990	13470		
201	6	19	01	PO	1	1	DO	2	2800	5880	10380	19060		
201	7	95	02	DO	1	2	PO	1	4780	11040	21200	37020		
201	8	107	03	PO	2	1	PO	1	6090	2970	6980	16040		
201	9	123	04	DO	2	2	PO	1	5540	5930	7530	19000		
201	10	99	01	PO	1	1	ZZ	3	3350	2960	7300	13610		
201	11	11	02	DO	1	2	ZZ	3	6540	3290	5380	15210		
201	12	79	03	PO	2	1	ZZ	3	4940	2530	6540	14010		
201	13	51	04	DO	2	2	PO	1	4560	4670	7140	16370		
201	14	23	01	PO	1	1	ZZ	3	3070	2420	4010	9500		
201	15	43	02	DO	1	2	ZZ	3	5380	7910	9560	22850		
201	16	71	03	PO	2	1	DO	2	3740	4830	6640	15210		
201	17	115	04	DO	2	2	PO	1	2040	2800	4940	9780		
201	18	103	01	PO	1	1	PO	1	4070	6810	11310	22190		
201	19	127	02	DO	1	2	DO	2	3730	9120	11430	24280		
201	20	31	03	PO	2	1	ZZ	3	4390	3410	7310	15110		
201	21	59	04	DO	2	2	PO	1	6090	2740	4010	12840		
201	22	111	01	PO	1	1	ZZ	3	3020	4500	15540	23060		
201	23	55	02	DO	1	2	PO	1	4120	2530	7580	14230		
201	24	7	03	ZZ	2	3	ZZ	3	3900	3290	5050	12240		
201	25	27	04	DO	2	2	DO	2	2810	5170	7250	15230		
201	26	67	01	PO	1	1	ZZ	3	7310	4780	7520	19610		
201	27	91	02	DO	1	2	ZZ	3	1820	2970	4940	9730		
201	28	15	03	ZZ	2	3	ZZ	3	3850	4070	5550	13470		
201	29	47	04	DO	2	2	DO	2	9610	8840	10600	29050		
201	30	75	01	PO	1	1	PO	1	2850	5320	14610	22780		
201	31	83	02	DO	1	2	DO	2	5770	2260	6980	15010		
201	32	3	03	ZZ	2	3	ZZ	3	7140	8840	10330	26310		
203	1	35	02	DO	1	2	ZZ	3	9143	7441	30454	47038		
203	2	115	03	ZZ	2	3	PO	1	10185	4998	27590	42773		
203	3	75	04	DO	2	2	ZZ	3	3204	3575	5027	11806		
203	4	71	01	PO	1	1	PO	1	33618	5978	7981	47577		
203	5	107	02	DO	1	2	ZZ	3	5968	10235	23324	39527		
203	6	87	03	PO	2	1	PO	1	5979	2724	8943	17646		
203	7	7	04	DO	2	2	ZZ	3	5949	3164	4426	13539		
203	8	31	01	PO	1	1	ZZ	3	2163	3465	8172	13800		
203	9	43	02	DO	1	2	DO	2	5207	9694	18797	33698		
203	10	83	03	ZZ	2	3	PO	1	15402	4787	25426	45615		
203	11	51	04	DO	2	2	PO	1	6970	9244	11076	27290		
203	12	11	01	ZZ	1	3	ZZ	3	3095	3505	5237	11837		
203	13	91	02	DO	1	2	ZZ	3	3976	4086	7190	15252		
203	14	39	03	PO	2	1	PO	1	11707	2013	7441	21161		
203	15	67	04	DO	2	2	PO	1	4606	5337	11817	21760		
203	16	27	01	PO	1	1	ZZ	3	3174	8031	15362	26567		
203	17	23	02	ZZ	1	3	PO	1	4306	12327	28781	45414		
203	18	63	03	PO	2	1	ZZ	3	5628	3826	24566	34020		
203	19	111	04	DO	2	2	ZZ	3	2694	2433	30463	35590		
203	20	15	01	PO	1	1	ZZ	3	4547	4186	6309	15042		
203	21	55	02	DO	1	2	DO	2	15582	33108	34390	83080		
203	22	103	03	ZZ	2	3	ZZ	3	52415	2293	30584	85292		
203	23	95	04	DO	2	2	ZZ	3	2985	11897	17905	32787		
203	24	19	01	ZZ	1	3	ZZ	3	4417	5007	10685	20109		
203	25	59	02	DO	1	2	ZZ	3	5709	3194	8772	17675		
203	26	127	03	ZZ	2	3	PO	1	4636	10214	15953	30803		
203	27	3	04	DO	2	2	ZZ	3	3425	5848	13549	22822		
203	28	99	01	DO	1	2	ZZ	3	13078	7411	8803	29292		
203	29	79	02	PO	1	1	PO	1	6599	8943	49922	65464		
203	30	119	03	ZZ	2	3	PO	1	6079	3806	15212	25097		
203	31	47	04	DO	2	2	ZZ	3	5238	5328	18286	28852		
203	32	123	01	ZZ	1	3	ZZ	3	2763	14541	97701	115005		
204	1	27	03	ZZ	2	3	ZZ	3	2750	6380	13020	22150		
204	2	71	04	DO	2	2	DO	2	6380	42230	45580	94190		
204	3	95	01	PO	1	1	DO	2	3350	3630	5220	12200		
204	4	19	02	DO	1	2	PO	1	5490	48610	65090	119190		
204	5	59	03	ZZ	2	3	ZZ	3	5000	3680	6590	15270		
204	6	103	04	DO	2	2	DO	2	2310	1870	3290	7470		
204	7	3	01	ZZ	1	3	ZZ	3	6370	19940	23730	50040		
204	8	51	02	DO	1	2	PO	1	3350	8070	10820	22240		
204	9	123	03	DO	2	2	DO	2	5500	14610	20480	40590		
204	10	31	04	DO	2	2	DO	2	10220	2520	11910	24650		
204	11	99	01	PO	1	1	DO	2	27140	2740	5540	35420		
204	12	7	02	DO	1	2	ZZ	3	3730	11090	43610	58430		
204	13	43	03	ZZ	2	3	PO	1	3950	2800	11480	18230		
204	14	107	04	DO	2	2	DO	2	2530	5990	7470	15990		
204	15	55	01	ZZ	1	3	ZZ	3	2910	3630	6700	13240		
204	16	79	02	DO	1	2	DO	2	2740	18450	20490	41680		
204	17	119	03	PO	2	1	PO	1	7030	4060	7580	18670		
204	18	15	04	DO	2	2	PO	1	8950	6860	10160	25970		
204	19	75	01	ZZ	1	3	DO	2	3190	9220	11420	23830		
204	20	91	02	DO	1	2	ZZ	3	2040	5220	7360	14620		
204	21	63	03	PO	2	1	DO	2	8850	2750	4830	16430		
204	22	83	04	DO	2	2	ZZ	3	2470	24610	26040	53120		
204	23	39	01	PO	1	1	PO	1	3900	2970	7800	14670		
204	24	23	02	DO	1	2	ZZ	3	4070	3460	5160	12690		
204	25	35	03	PO	2	1	DO	2	2590	2360	11580	16530		
204	26	67	04	DO	2	2	DO	2	2360	2300	4340	9000		
204	27	11	01	PO	1	1	ZZ	3	2360	4060	66680	73100		
204	28	47	02	DO	1	2	DO	2	2420	5060	8790	16270		
204	29	87	03	PO	2	1	PO	1	5430	52780	54650	112860		
204	30	127	04	DO	2	2	PO	1	2860	9560	15330	27750		
204	31	111	01	PO	1	1	DO	2	4450	2470	4720	11640		
204	32	115	02	DO	1	2	ZZ	3	1920	2910	6040	10870		
206	1	19	01	PO	1	1	ZZ	3	3730	4830	6590	15150		
206	2	43	02	DO	1	2	DO	2	7250	2530	3850	13630		
206	3	11	03	PO	2	1	DO	2	2580	3350	5660	11590		
206	4	31	04	DO	2	2	PO	1	14890	10000	11420	36310		
206	5	123	01	PO	1	1	ZZ	3	2080	2860	9510	14450		
206	6	79	02	DO	1	2	DO	2	8290	7800	9010	25100		
206	7	75	03	ZZ	2	3	ZZ	3	7530	5220	7910	20660		
206	8	63	04	ZZ	2	3	ZZ	3	8290	10220	14010	32520		
206	9	59	01	PO	1	1	DO	2	2580	5550	8020	16150		
206	10	51	02	DO	1	2	ZZ	3	7640	2190	3070	12900		
206	11	95	03	DO	2	2	DO	2	15490	2750	4620	22860		
206	12	115	04	DO	2	2	ZZ	3	2580	6750	8510	17840		
206	13	87	01	ZZ	1	3	ZZ	3	5820	3950	5000	14770		
206	14	23	02	DO	1	2	ZZ	3	5760	2630	3460	11850		
206	15	119	03	PO	2	1	PO	1	7080	5770	7800	20650		
206	16	107	04	DO	2	2	ZZ	3	3240	27900	32570	63710		
206	17	15	01	PO	1	1	DO	2	10490	5600	6980	23070		
206	18	103	02	DO	1	2	ZZ	3	4070	54480	55030	113580		
206	19	99	03	PO	2	1	ZZ	3	1920	3350	5050	10320		
206	20	71	04	DO	2	2	ZZ	3	4060	3140	3740	10940		
206	21	35	01	PO	1	1	DO	2	5050	3460	4730	13240		
206	22	91	02	DO	1	2	ZZ	3	2140	2750	3850	8740		
206	23	7	03	DO	2	2	ZZ	3	2360	3680	4670	10710		
206	24	47	04	DO	2	2	ZZ	3	4120	2040	5060	11220		
206	25	67	01	PO	1	1	DO	2	9890	3960	7360	21210		
206	26	3	02	DO	1	2	DO	2	7520	2410	3460	13390		
206	27	55	03	PO	2	1	ZZ	3	3680	6270	9290	19240		
206	28	39	04	DO	2	2	DO	2	5870	4940	7250	18060		
206	29	83	01	PO	1	1	PO	1	8070	3020	5440	16530		
206	30	111	02	DO	1	2	ZZ	3	4510	2530	5270	12310		
206	31	27	03	PO	2	1	ZZ	3	6530	8510	10990	26030		
206	32	127	04	DO	2	2	ZZ	3	1920	10540	15980	28440		
